"","partido","proMercado","fundamentalismo","microGap_proMercado","microGap_fundamentalismo","base","ano"
"244","PSL",0.666666666666667,0.621275071185168,0.0738095238095238,0.330289445745268,"Público","Out 2018-2019"
"245","MDB",0,0.944831159935696,0.592857142857143,0.653845534495796,"Público","Out 2018-2019"
"246","PSL",0.444444444444444,0.944831159935696,0.148412698412698,0.653845534495796,"Público","Out 2018-2019"
"247","MDB",0.777777777777778,0.510937391056561,0.184920634920635,0.219951765616661,"Público","Out 2018-2019"
"248","PT",0.666666666666667,0.779324639742786,0.0738095238095238,0.488339014302886,"Público","Out 2018-2019"
"249","PT",0.444444444444444,0.779324639742786,0.148412698412698,0.488339014302886,"Público","Out 2018-2019"
"250","PT",0.111111111111111,0.944831159935696,0.481746031746032,0.653845534495796,"Público","Out 2018-2019"
"251","PT",0.222222222222222,0.779324639742786,0.370634920634921,0.488339014302886,"Público","Out 2018-2019"
"252","PT",0.444444444444444,0.83449347980709,0.148412698412698,0.54350785436719,"Público","Out 2018-2019"
"253","PT",0.444444444444444,0.779324639742786,0.148412698412698,0.488339014302886,"Público","Out 2018-2019"
"254","PT",0,0.345430870863651,0.592857142857143,0.0544452454237508,"Público","Out 2018-2019"
"255","PT",0.777777777777778,0.345430870863651,0.184920634920635,0.0544452454237508,"Público","Out 2018-2019"
"256","PSL",1,0.621275071185168,0.407142857142857,0.330289445745268,"Público","Out 2018-2019"
"257","PSL",0.666666666666667,0.889662319871393,0.0738095238095238,0.598676694431493,"Público","Out 2018-2019"
"258","PT",0.444444444444444,0.621275071185168,0.148412698412698,0.330289445745268,"Público","Out 2018-2019"
"259","PSL",0.888888888888889,0,0.296031746031746,0.2909856254399,"Público","Out 2018-2019"
"260","PSL",0.888888888888889,1,0.296031746031746,0.7090143745601,"Público","Out 2018-2019"
"261","PT",0.333333333333333,0.779324639742786,0.25952380952381,0.488339014302886,"Público","Out 2018-2019"
"262","PT",0.444444444444444,0.400599710927954,0.148412698412698,0.109614085488054,"Público","Out 2018-2019"
"263","PT",0.222222222222222,0.110337680128607,0.370634920634921,0.180647945311293,"Público","Out 2018-2019"
"264","PT",0.555555555555556,0.889662319871393,0.0373015873015873,0.598676694431493,"Público","Out 2018-2019"
"265","PT",0.777777777777778,0.16550652019291,0.184920634920635,0.12547910524699,"Público","Out 2018-2019"
"266","PT",0.777777777777778,0,0.184920634920635,0.2909856254399,"Público","Out 2018-2019"
"267","PT",0.555555555555556,0.83449347980709,0.0373015873015873,0.54350785436719,"Público","Out 2018-2019"
"268","PT",0.666666666666667,0.779324639742786,0.0738095238095238,0.488339014302886,"Público","Out 2018-2019"
"269","PT",0,0.944831159935696,0.592857142857143,0.653845534495796,"Público","Out 2018-2019"
"270","PT",0.555555555555556,0.566106231120865,0.0373015873015873,0.275120605680965,"Público","Out 2018-2019"
"271","PT",0.444444444444444,0.400599710927954,0.148412698412698,0.109614085488054,"Público","Out 2018-2019"
"272","MDB",0.111111111111111,0.779324639742786,0.481746031746032,0.488339014302886,"Público","Out 2018-2019"
"273","PT",0,0.566106231120865,0.592857142857143,0.275120605680965,"Público","Out 2018-2019"
"274","PT",0,0,0.592857142857143,0.2909856254399,"Público","Out 2018-2019"
"275","MDB",0.25,0.271653752521247,NA,NA,"Elite","Out 2018-2019"
"276","PT",0.75,0,NA,NA,"Elite","Out 2018-2019"
"277","PT",0.25,0.0828180008616895,NA,NA,"Elite","Out 2018-2019"
"278","PT",0.25,0,NA,NA,"Elite","Out 2018-2019"
"279","PT",1,0,NA,NA,"Elite","Out 2018-2019"
"280","PT",0,0.104498947108549,NA,NA,"Elite","Out 2018-2019"
"281","PT",0.5,0,NA,NA,"Elite","Out 2018-2019"
"282","PT",0,0,NA,NA,"Elite","Out 2018-2019"
"283","PT",0.25,0,NA,NA,"Elite","Out 2018-2019"
