"","partido","proMercado","fundamentalismo","microGap_proMercado","microGap_fundamentalismo","base","ano"
"26","PT",0.25,0.578777499016174,0.336666666666667,0.160818966579159,"Público","2005-2006"
"27","PT",1,0.538616921625584,0.413333333333333,0.12065838918857,"Público","2005-2006"
"28","PDT",0.75,0.257096529976302,0.163333333333333,0.160862002460713,"Público","2005-2006"
"29","PT",1,0.219855786320286,0.413333333333333,0.198102746116729,"Público","2005-2006"
"30","PT",0,0.555591331291003,0.586666666666667,0.137632798853988,"Público","2005-2006"
"31","PT",0.25,0.391172062778814,0.336666666666667,0.0267864696582003,"Público","2005-2006"
"32","PT",1,0.450643194067487,0.413333333333333,0.0326846616304722,"Público","2005-2006"
"33","PT",0,0.825026146463279,0.586666666666667,0.407067614026264,"Público","2005-2006"
"34","PT",0,0.854530578444659,0.586666666666667,0.436572046007644,"Público","2005-2006"
"35","PT",0,0.555771684761621,0.586666666666667,0.137813152324606,"Público","2005-2006"
"36","PT",0.25,0.40965469659797,0.336666666666667,0.00830383583904498,"Público","2005-2006"
"37","PT",0,0.286325485939976,0.586666666666667,0.131633046497039,"Público","2005-2006"
"38","PTB",0,0.804303982984359,0.586666666666667,0.386345450547344,"Público","2005-2006"
"39","PSDB",0,0.678920541948997,0.586666666666667,0.260962009511982,"Público","2005-2006"
"40","PT",0.25,0.811168253464199,0.336666666666667,0.393209721027185,"Público","2005-2006"
"41","PMDB",0,0.449916834373237,0.586666666666667,0.0319583019362226,"Público","2005-2006"
"42","PT",1,0.861209549642103,0.413333333333333,0.443251017205088,"Público","2005-2006"
"43","PT",0.5,0.799364590842488,0.0866666666666667,0.381406058405473,"Público","2005-2006"
"44","PT",0,0.706455974476538,0.586666666666667,0.288497442039524,"Público","2005-2006"
"45","PMDB",0,0.984538760300096,0.586666666666667,0.566580227863082,"Público","2005-2006"
"46","PMDB",1,0.823242446291837,0.413333333333333,0.405283913854822,"Público","2005-2006"
"47","PT",0,0.456031977860091,0.586666666666667,0.0380734454230757,"Público","2005-2006"
"48","PT",0.75,0.969077520600193,0.163333333333333,0.551118988163178,"Público","2005-2006"
"49","PT",0.5,0.490359325619123,0.0866666666666667,0.072400793182108,"Público","2005-2006"
"50","PT",0,0.320736572596727,0.586666666666667,0.0972219598402879,"Público","2005-2006"
"51","PMDB",0,0.601794696920096,0.586666666666667,0.183836164483082,"Público","2005-2006"
"52","PT",0.25,0.613688536277117,0.336666666666667,0.195730003840102,"Público","2005-2006"
"53","PT",0.5,0.969167697335502,0.0866666666666667,0.551209164898487,"Público","2005-2006"
"54","PMDB",0.5,0.869991818144562,0.0866666666666667,0.452033285707547,"Público","2005-2006"
"55","PT",0.5,0.830106716771678,0.0866666666666667,0.412148184334663,"Público","2005-2006"
"56","PT",0.75,0.613688536277117,0.163333333333333,0.195730003840102,"Público","2005-2006"
"57","PT",1,0.907232561800578,0.413333333333333,0.489274029363563,"Público","2005-2006"
"58","PT",1,0.690994734776635,0.413333333333333,0.27303620233962,"Público","2005-2006"
"59","PT",1,0.854074748956336,0.413333333333333,0.436116216519321,"Público","2005-2006"
"60","PFL",0.75,0.903935691663621,0.163333333333333,0.485977159226606,"Público","2005-2006"
"61","PT",0.75,0.732337501349797,0.163333333333333,0.314378968912782,"Público","2005-2006"
"62","PT",0.75,0.739527806800801,0.163333333333333,0.321569274363787,"Público","2005-2006"
"63","PT",0.5,0.46047141939777,0.0866666666666667,0.0425128869607551,"Público","2005-2006"
"64","PT",0,0.640442104345171,0.586666666666667,0.222483571908156,"Público","2005-2006"
"65","PT",0.25,0.572734710777671,0.336666666666667,0.154776178340656,"Público","2005-2006"
"66","PSDB",1,0.354796922480004,0.413333333333333,0.0631616099570107,"Público","2005-2006"
"67","PT",0.25,0.674295801128921,0.336666666666667,0.256337268691906,"Público","2005-2006"
"68","PT",1,0.354796922480004,0.413333333333333,0.0631616099570107,"Público","2005-2006"
"69","PT",0.75,0.700459241857475,0.163333333333333,0.282500709420461,"Público","2005-2006"
"70","PT",1,0.29295196368039,0.413333333333333,0.125006568756625,"Público","2005-2006"
"71","PT",0.25,0.907232561800578,0.336666666666667,0.489274029363563,"Público","2005-2006"
"72","PT",0.5,0.616288772878117,0.0866666666666667,0.198330240441102,"Público","2005-2006"
"73","PT",0.25,0.808146859344948,0.336666666666667,0.390188326907933,"Público","2005-2006"
"74","PT",0.75,0.705264336148169,0.163333333333333,0.287305803711154,"Público","2005-2006"
"75","PT",0.5,0.679646901643246,0.0866666666666667,0.261688369206232,"Público","2005-2006"
"76","PT",0.5,0.922693801500482,0.0866666666666667,0.504735269063467,"Público","2005-2006"
"77","PSDB",0.25,0.54200396849785,0.336666666666667,0.124045436060835,"Público","2005-2006"
"78","PT",0.75,0.885453057844466,0.163333333333333,0.467494525407451,"Público","2005-2006"
"79","PTB",0,0.543505754813996,0.586666666666667,0.125547222376982,"Público","2005-2006"
"80","PSDB",0.5,0.876670789342006,0.0866666666666667,0.458712256904992,"Público","2005-2006"
"81","PT",0,0.782799955045952,0.586666666666667,0.364841422608937,"Público","2005-2006"
"82","PT",0.5,0.707547986923802,0.0866666666666667,0.289589454486787,"Público","2005-2006"
"83","PSDB",0.5,0.801828595088739,0.0866666666666667,0.383870062651724,"Público","2005-2006"
"84","PT",0.25,0.753751352552895,0.336666666666667,0.33579282011588,"Público","2005-2006"
"85","PT",0,0.597806139058961,0.586666666666667,0.179847606621946,"Público","2005-2006"
"86","PT",0.5,0.692086747223898,0.0866666666666667,0.274128214786884,"Público","2005-2006"
"87","PSDB",0.75,0.499266442826963,0.163333333333333,0.0813079103899479,"Público","2005-2006"
"88","PMDB",0.5,1,0.0866666666666667,0.582041467562985,"Público","2005-2006"
"89","PT",0,0.653439339798824,0.586666666666667,0.235480807361809,"Público","2005-2006"
"90","PMDB",0,0.597169956100021,0.586666666666667,0.179211423663006,"Público","2005-2006"
"91","PT",1,0.49053967908974,0.413333333333333,0.0725811466527257,"Público","2005-2006"
"92","PT",1,0.722238745813588,0.413333333333333,0.304280213376573,"Público","2005-2006"
"93","PT",0.5,0.665513532626462,0.0866666666666667,0.247555000189447,"Público","2005-2006"
"94","PSDB",1,1,0.413333333333333,0.582041467562985,"Público","2005-2006"
"95","PT",0.25,0.984538760300096,0.336666666666667,0.566580227863082,"Público","2005-2006"
"96","PT",0,0.522975328455063,0.586666666666667,0.105016796018048,"Público","2005-2006"
"97","PT",0,0.740765500748611,0.586666666666667,0.322806968311597,"Público","2005-2006"
"98","PT",1,0.490359325619123,0.413333333333333,0.072400793182108,"Público","2005-2006"
"99","PMDB",1,0.434045820804451,0.413333333333333,0.0160872883674363,"Público","2005-2006"
"100","PMDB",0.75,0.984538760300096,0.163333333333333,0.566580227863082,"Público","2005-2006"
"101","PT",0.25,0.59282069129765,0.336666666666667,0.174862158860635,"Público","2005-2006"
"102","PMDB",0,0.984538760300096,0.586666666666667,0.566580227863082,"Público","2005-2006"
"103","PSDB",0.5,0.617436290090618,0.0866666666666667,0.199477757653603,"Público","2005-2006"
"104","PDT",1,0.984538760300096,0.413333333333333,0.566580227863082,"Público","2005-2006"
"105","PT",0,0.332702767202097,0.586666666666667,0.0852557652349181,"Público","2005-2006"
"106","PT",0,0.969077520600193,0.586666666666667,0.551118988163178,"Público","2005-2006"
"107","PDT",0.75,0.397580503770332,0.163333333333333,0.0203780286666828,"Público","2005-2006"
"108","PSDB",0.75,0.854074748956336,0.163333333333333,0.436116216519321,"Público","2005-2006"
"109","PT",0.75,0.855858449127777,0.163333333333333,0.437899916690763,"Público","2005-2006"
"110","PFL",0.75,0.792410143627339,0.163333333333333,0.374451611190324,"Público","2005-2006"
"111","PFL",1,0.776768550456817,0.413333333333333,0.358810018019803,"Público","2005-2006"
"112","PT",0.5,0.90215199149218,0.0866666666666667,0.484193459055165,"Público","2005-2006"
"113","PTB",0.5,0.474898085919219,0.0866666666666667,0.0569395534822043,"Público","2005-2006"
"114","PT",0,0.885453057844466,0.586666666666667,0.467494525407451,"Público","2005-2006"
"115","PSDB",0.75,0.678920541948997,0.163333333333333,0.260962009511982,"Público","2005-2006"
"116","PTB",0.5,0.984538760300096,0.0866666666666667,0.566580227863082,"Público","2005-2006"
"117","PFL",0.75,0.842000556128698,0.163333333333333,0.424042023691683,"Público","2005-2006"
"118","PT",1,0.510889751978056,0.413333333333333,0.0929312195410414,"Público","2005-2006"
"119","PT",0.25,0.468663560560729,0.336666666666667,0.0507050281237143,"Público","2005-2006"
"120","PT",0.25,0.46487812346895,0.336666666666667,0.0469195910319348,"Público","2005-2006"
"121","PT",0.5,0.363270977498259,0.0866666666666667,0.0546875549387559,"Público","2005-2006"
"122","PT",0.25,0.564727868897108,0.336666666666667,0.146769336460093,"Público","2005-2006"
"123","PFL",0.25,0.780516304270319,0.336666666666667,0.362557771833304,"Público","2005-2006"
"124","PT",0.25,0.586969640179133,0.336666666666667,0.169011107742119,"Público","2005-2006"
"125","PT",0.5,0.367030114961129,0.0866666666666667,0.0509284174758858,"Público","2005-2006"
"126","PT",0.75,0.613688536277117,0.163333333333333,0.195730003840102,"Público","2005-2006"
"127","PMDB",0,0.413504010796149,0.586666666666667,0.00445452164086596,"Público","2005-2006"
"128","PMDB",0.25,0.953616280900289,0.336666666666667,0.535657748463274,"Público","2005-2006"
"129","PT",0.25,0.617801942843632,0.336666666666667,0.199843410406617,"Público","2005-2006"
"130","PMDB",0,0.706455974476538,0.586666666666667,0.288497442039524,"Público","2005-2006"
"131","PSDB",0.75,0.423050322271136,0.163333333333333,0.0050917898341214,"Público","2005-2006"
"132","PT",1,0.490359325619123,0.413333333333333,0.072400793182108,"Público","2005-2006"
"133","PT",0,0.690994734776635,0.586666666666667,0.27303620233962,"Público","2005-2006"
"134","PSDB",0.75,0.370258162179908,0.163333333333333,0.047700370257107,"Público","2005-2006"
"135","PT",1,0.29295196368039,0.413333333333333,0.125006568756625,"Público","2005-2006"
"136","PT",1,0.900824120809061,0.413333333333333,0.482865588372046,"Público","2005-2006"
"137","PT",0.25,0.852837055008526,0.336666666666667,0.434878522571511,"Público","2005-2006"
"138","PT",0,0.489301985141931,0.586666666666667,0.0713434527049158,"Público","2005-2006"
"139","PT",0,0.641679798292981,0.586666666666667,0.223721265855966,"Público","2005-2006"
"140","PT",0,0.575018361553304,0.586666666666667,0.157059829116289,"Público","2005-2006"
"141","PT",0.25,0.491393898797577,0.336666666666667,0.0734353663605624,"Público","2005-2006"
"142","PSDB",0.25,0.512127445925866,0.336666666666667,0.0941689134888513,"Público","2005-2006"
"143","PMDB",0.5,1,0.0866666666666667,0.582041467562985,"Público","2005-2006"
"144","PT",0.5,1,0.0866666666666667,0.582041467562985,"Público","2005-2006"
"145","PT",0,0.557555384933063,0.586666666666667,0.139596852496048,"Público","2005-2006"
"146","PT",0.5,0.213632644611165,0.0866666666666667,0.20432588782585,"Público","2005-2006"
"147","PT",0.5,0.706455974476538,0.0866666666666667,0.288497442039524,"Público","2005-2006"
"148","PT",0.75,0.984538760300096,0.163333333333333,0.566580227863082,"Público","2005-2006"
"149","PT",1,0.690994734776635,0.413333333333333,0.27303620233962,"Público","2005-2006"
"150","PSDB",0.25,0.548491202575307,0.336666666666667,0.130532670138293,"Público","2005-2006"
"151","PT",0,0.624661267511694,0.586666666666667,0.206702735074679,"Público","2005-2006"
"152","PT",0.5,0.890258152135159,0.0866666666666667,0.472299619698145,"Público","2005-2006"
"153","PSDB",0.5,0.838613509256432,0.0866666666666667,0.420654976819417,"Público","2005-2006"
"154","PT",0.75,0.953706457635598,0.163333333333333,0.535747925198583,"Público","2005-2006"
"155","PFL",1,0.575029745202673,0.413333333333333,0.157071212765658,"Público","2005-2006"
"156","PMDB",0.25,0.838613509256432,0.336666666666667,0.420654976819417,"Público","2005-2006"
"157","PT",0,0.613688536277117,0.586666666666667,0.195730003840102,"Público","2005-2006"
"158","PMDB",0,0.675533495076731,0.586666666666667,0.257574962639716,"Público","2005-2006"
"159","PSDB",0.5,0.641679798292981,0.0866666666666667,0.223721265855966,"Público","2005-2006"
"160","PSDB",0.5,0.547218836657426,0.0866666666666667,0.129260304220411,"Público","2005-2006"
"161","PMDB",0.5,0.715284298598438,0.0866666666666667,0.297325766161423,"Público","2005-2006"
"162","PT",0,0.71583030482207,0.586666666666667,0.297871772385055,"Público","2005-2006"
"163","PT",1,0.770906115688932,0.413333333333333,0.352947583251917,"Público","2005-2006"
"164","PMDB",1,0.708149497912671,0.413333333333333,0.290190965475656,"Público","2005-2006"
"165","PT",1,0.432514829351977,0.413333333333333,0.014556296914962,"Público","2005-2006"
"166","PT",0.25,0.907412915271196,0.336666666666667,0.489454382834181,"Público","2005-2006"
"167","PSDB",0.5,0.805997506420492,0.0866666666666667,0.388038973983477,"Público","2005-2006"
"168","PSDB",0.25,0.780516304270319,0.336666666666667,0.362557771833304,"Público","2005-2006"
"169","PSDB",0.75,0.711536544784937,0.163333333333333,0.293578012347922,"Público","2005-2006"
"170","PSDB",0.75,0.969077520600193,0.163333333333333,0.551118988163178,"Público","2005-2006"
"171","PMDB",0.25,0.771687980148419,0.336666666666667,0.353729447711404,"Público","2005-2006"
"172","PSDB",0.5,0.632897529790521,0.0866666666666667,0.214938997353507,"Público","2005-2006"
"173","PMDB",1,0.49749412630489,0.413333333333333,0.079535593867875,"Público","2005-2006"
"174","PSDB",0,0.706455974476538,0.586666666666667,0.288497442039524,"Público","2005-2006"
"175","PMDB",0.5,0.713590775162305,0.0866666666666667,0.295632242725291,"Público","2005-2006"
"176","PSDB",0.5,0.690994734776635,0.0866666666666667,0.27303620233962,"Público","2005-2006"
"177","PMDB",0,0.746206777998246,0.586666666666667,0.328248245561231,"Público","2005-2006"
"178","PT",0.5,0.706455974476538,0.0866666666666667,0.288497442039524,"Público","2005-2006"
"179","PT",0.25,0.613688536277117,0.336666666666667,0.195730003840102,"Público","2005-2006"
"180","PT",0.75,0.613688536277117,0.163333333333333,0.195730003840102,"Público","2005-2006"
"181","PT",0.25,0.473193178833717,0.336666666666667,0.0552346463967026,"Público","2005-2006"
"182","PT",1,0.655493570176192,0.413333333333333,0.237535037739177,"Público","2005-2006"
"183","PT",0,0.811438783670126,0.586666666666667,0.393480251233111,"Público","2005-2006"
"184","PT",0.5,0.938335394671003,0.0866666666666667,0.520376862233988,"Público","2005-2006"
"185","PT",0.25,0.518716240388001,0.336666666666667,0.100757707950987,"Público","2005-2006"
"186","PT",1,0.139060980563824,0.413333333333333,0.278897551873191,"Público","2005-2006"
"187","PT",0.5,0.586495989203851,0.0866666666666667,0.168537456766836,"Público","2005-2006"
"188","PT",0,0.690994734776635,0.586666666666667,0.27303620233962,"Público","2005-2006"
"189","PT",0,0.613688536277117,0.586666666666667,0.195730003840102,"Público","2005-2006"
"190","PSDB",0.75,0.5495485430525,0.163333333333333,0.131590010615485,"Público","2005-2006"
"191","PMDB",0.25,0.777585086886376,0.336666666666667,0.359626554449361,"Público","2005-2006"
"192","PMDB",1,0.598317473312522,0.413333333333333,0.180358940875507,"Público","2005-2006"
"193","PT",0.5,0.984538760300096,0.0866666666666667,0.566580227863082,"Público","2005-2006"
"194","PT",0,0.854074748956336,0.586666666666667,0.436116216519321,"Público","2005-2006"
"195","PT",0,0.413504010796149,0.586666666666667,0.00445452164086596,"Público","2005-2006"
"196","PT",0,0.690994734776635,0.586666666666667,0.27303620233962,"Público","2005-2006"
"197","PDT",1,0.675533495076731,0.413333333333333,0.257574962639716,"Público","2005-2006"
"198","PT",0.5,0.653439339798824,0.0866666666666667,0.235480807361809,"Público","2005-2006"
"199","PT",0,0.675533495076731,0.586666666666667,0.257574962639716,"Público","2005-2006"
"200","PMDB",0,0.706455974476538,0.586666666666667,0.288497442039524,"Público","2005-2006"
"201","PT",0.5,0.907232561800578,0.0866666666666667,0.489274029363563,"Público","2005-2006"
"202","PT",1,0.428965250496052,0.413333333333333,0.0110067180590377,"Público","2005-2006"
"203","PT",0.5,0.922693801500482,0.0866666666666667,0.504735269063467,"Público","2005-2006"
"204","PTB",0.25,0.696075305085033,0.336666666666667,0.278116772648019,"Público","2005-2006"
"205","PT",0.5,0.857642149299219,0.0866666666666667,0.439683616862204,"Público","2005-2006"
"206","PSDB",1,0.984538760300096,0.413333333333333,0.566580227863082,"Público","2005-2006"
"207","PT",0.5,0.730745538298342,0.0866666666666667,0.312787005861327,"Público","2005-2006"
"208","PSDB",0.5,0.668889195849358,0.0866666666666667,0.250930663412344,"Público","2005-2006"
"209","PSDB",0,0.613688536277117,0.586666666666667,0.195730003840102,"Público","2005-2006"
"210","PT",0.5,0.543505754813996,0.0866666666666667,0.125547222376982,"Público","2005-2006"
"211","PT",0.25,0.62109386716881,0.336666666666667,0.203135334731795,"Público","2005-2006"
"212","PT",0.25,0.922693801500482,0.336666666666667,0.504735269063467,"Público","2005-2006"
"213","PT",1,0.888384275228409,0.413333333333333,0.470425742791394,"Público","2005-2006"
"214","PT",0.25,0.686235696105382,0.336666666666667,0.268277163668367,"Público","2005-2006"
"215","PT",0.75,0.869535988656239,0.163333333333333,0.451577456219224,"Público","2005-2006"
"216","PT",1,0.707048036319611,0.413333333333333,0.289089503882596,"Público","2005-2006"
"217","PFL",0.5,0.629741837820092,0.0866666666666667,0.211783305383077,"Público","2005-2006"
"218","PSDB",0.5,0.344277009425543,0.0866666666666667,0.0736815230114716,"Público","2005-2006"
"219","PT",0.5,0.707048036319611,0.0866666666666667,0.289089503882596,"Público","2005-2006"
"220","PT",0.5,0.64181603064773,0.0866666666666667,0.223857498210715,"Público","2005-2006"
"221","PMDB",0.5,0.480237802784175,0.0866666666666667,0.0622792703471607,"Público","2005-2006"
"222","PT",0.25,0.492323379261182,0.336666666666667,0.0743648468241674,"Público","2005-2006"
"223","PMDB",0.75,0.684542172669249,0.163333333333333,0.266583640232234,"Público","2005-2006"
"224","PT",0,0.984538760300096,0.586666666666667,0.566580227863082,"Público","2005-2006"
"225","PMDB",1,0.984538760300096,0.413333333333333,0.566580227863082,"Público","2005-2006"
"226","PT",0,0.690994734776635,0.586666666666667,0.27303620233962,"Público","2005-2006"
"227","PMDB",0,0.663802187703369,0.586666666666667,0.245843655266355,"Público","2005-2006"
"228","PT",0.75,0.639986274856848,0.163333333333333,0.222027742419833,"Público","2005-2006"
"229","PT",0.25,0.854074748956336,0.336666666666667,0.436116216519321,"Público","2005-2006"
"230","PSDB",0,0.413504010796149,0.586666666666667,0.00445452164086596,"Público","2005-2006"
"231","PTB",0.5,0.0773061984995182,0.0866666666666667,0.340652333937497,"Público","2005-2006"
"232","PT",0.25,0.67443203348367,0.336666666666667,0.256473501046656,"Público","2005-2006"
"233","PT",0,0.290938843110683,0.586666666666667,0.127019689326332,"Público","2005-2006"
"234","PT",0.5,0.722509276019514,0.0866666666666667,0.304550743582499,"Público","2005-2006"
"235","PT",0.5,0.722509276019514,0.0866666666666667,0.304550743582499,"Público","2005-2006"
"236","PT",0.5,0.57658402497585,0.0866666666666667,0.158625492538835,"Público","2005-2006"
"237","PT",0.5,0.434034437155082,0.0866666666666667,0.0160759047180675,"Público","2005-2006"
"238","PT",0.5,0.691586796619707,0.0866666666666667,0.273628264182692,"Público","2005-2006"
"239","PT",1,0.434034437155082,0.413333333333333,0.0160759047180675,"Público","2005-2006"
"240","PSDB",1,0.861209549642103,0.413333333333333,0.443251017205088,"Público","2005-2006"
"241","PT",0.25,0.60536209726298,0.336666666666667,0.187403564825965,"Público","2005-2006"
"242","PT",0,0.799544944313106,0.586666666666667,0.381586411876091,"Público","2005-2006"
"243","PSDB",0,0.572734710777671,0.586666666666667,0.154776178340656,"Público","2005-2006"
"244","PSDB",0.75,0.600281526954581,0.163333333333333,0.182322994517566,"Público","2005-2006"
"245","PT",1,0.532983907255964,0.413333333333333,0.115025374818949,"Público","2005-2006"
"246","PSDB",0.5,0.433308077460833,0.0866666666666667,0.0153495450238179,"Público","2005-2006"
"247","PT",1,0.711716898255555,0.413333333333333,0.29375836581854,"Público","2005-2006"
"248","PSDB",0.5,0.763907547357914,0.0866666666666667,0.345949014920899,"Público","2005-2006"
"249","PFL",0.5,0.722509276019514,0.0866666666666667,0.304550743582499,"Público","2005-2006"
"250","PMDB",0,0.984538760300096,0.586666666666667,0.566580227863082,"Público","2005-2006"
"251","PMDB",0,0.907232561800578,0.586666666666667,0.489274029363563,"Público","2005-2006"
"252","PDT",1,0.499277826476332,0.413333333333333,0.0813192940393167,"Público","2005-2006"
"253","PFL",0.75,0.64739655156032,0.163333333333333,0.229438019123305,"Público","2005-2006"
"254","PT",0.5,0.725940444007648,0.0866666666666667,0.307981911570634,"Público","2005-2006"
"255","PT",1,0.247486341394915,0.413333333333333,0.1704721910421,"Público","2005-2006"
"256","PMDB",1,0.35384114238749,0.413333333333333,0.0641173900495251,"Público","2005-2006"
"257","PMDB",1,0.568031176871655,0.413333333333333,0.15007264443464,"Público","2005-2006"
"258","PT",1,0.193636840826494,0.413333333333333,0.224321691610521,"Público","2005-2006"
"259","PSDB",1,0.355354312353005,0.413333333333333,0.0626042200840099,"Público","2005-2006"
"260","PTB",1,0.922693801500482,0.413333333333333,0.504735269063467,"Público","2005-2006"
"261","PSDB",1,0.936461517764253,0.413333333333333,0.518502985327238,"Público","2005-2006"
"262","PT",0.25,0.969077520600193,0.336666666666667,0.551118988163178,"Público","2005-2006"
"263","PFL",1,0.788842743284455,0.413333333333333,0.370884210847441,"Público","2005-2006"
"264","PMDB",0,1,0.586666666666667,0.582041467562985,"Público","2005-2006"
"265","PT",0,0.854074748956336,0.586666666666667,0.436116216519321,"Público","2005-2006"
"266","PT",0,0.771687980148419,0.586666666666667,0.353729447711404,"Público","2005-2006"
"267","PT",1,0.67562367181204,0.413333333333333,0.257665139375025,"Público","2005-2006"
"268","PSDB",0.25,0.682668295762498,0.336666666666667,0.264709763325483,"Público","2005-2006"
"269","PMDB",1,0.583126763818545,0.413333333333333,0.16516823138153,"Público","2005-2006"
"270","PT",0,0.682668295762498,0.586666666666667,0.264709763325483,"Público","2005-2006"
"271","PT",0,0.984538760300096,0.586666666666667,0.566580227863082,"Público","2005-2006"
"272","PT",0.5,1,0.0866666666666667,0.582041467562985,"Público","2005-2006"
"273","PT",0.25,0.587695999873383,0.336666666666667,0.169737467436368,"Público","2005-2006"
"274","PMDB",0.5,0.24341899044784,0.0866666666666667,0.174539541989175,"Público","2005-2006"
"275","PT",1,0.938335394671003,0.413333333333333,0.520376862233988,"Público","2005-2006"
"276","PSDB",0.5,0.418573197455179,0.0866666666666667,0.000614665018163818,"Público","2005-2006"
"277","PMDB",0,0.715284298598438,0.586666666666667,0.297325766161423,"Público","2005-2006"
"278","PMDB",0.5,0.255493183275478,0.0866666666666667,0.162465349161537,"Público","2005-2006"
"279","PT",0.5,0.613688536277117,0.0866666666666667,0.195730003840102,"Público","2005-2006"
"280","PT",0.5,0.476862139561279,0.0866666666666667,0.0589036071242638,"Público","2005-2006"
"281","PFL",0.25,0.58216454588844,0.336666666666667,0.164206013451425,"Público","2005-2006"
"282","PT",0.5,0.524759028626505,0.0866666666666667,0.10680049618949,"Público","2005-2006"
"283","PT",0.5,0.854074748956336,0.0866666666666667,0.436116216519321,"Público","2005-2006"
"284","PT",0.25,0.984538760300096,0.336666666666667,0.566580227863082,"Público","2005-2006"
"285","PT",0.25,0.478736016468029,0.336666666666667,0.0607774840310144,"Público","2005-2006"
"286","PT",0,0.509568319132528,0.586666666666667,0.0916097866955128,"Público","2005-2006"
"287","PT",0.5,0.778822780834186,0.0866666666666667,0.360864248397171,"Público","2005-2006"
"288","PT",0.5,0.649770379071262,0.0866666666666667,0.231811846634248,"Público","2005-2006"
"289","PSDB",0.5,0.984538760300096,0.0866666666666667,0.566580227863082,"Público","2005-2006"
"290","PSDB",0,0.591774734469827,0.586666666666667,0.173816202032812,"Público","2005-2006"
"291","PMDB",0,0.690994734776635,0.586666666666667,0.27303620233962,"Público","2005-2006"
"292","PDT",1,0.55586186149693,0.413333333333333,0.137903329059915,"Público","2005-2006"
"293","PT",0.75,0.588207334126943,0.163333333333333,0.170248801689929,"Público","2005-2006"
"294","PSDB",0.75,1,0.163333333333333,0.582041467562985,"Público","2005-2006"
"295","PT",0,0.499277826476332,0.586666666666667,0.0813192940393167,"Público","2005-2006"
"296","PTB",0,0.854074748956336,0.586666666666667,0.436116216519321,"Público","2005-2006"
"297","PSDB",1,0.761307310756914,0.413333333333333,0.343348778319899,"Público","2005-2006"
"298","PT",0.75,0.494197256167933,0.163333333333333,0.0762387237309181,"Público","2005-2006"
"299","PT",0,0.591774734469827,0.586666666666667,0.173816202032812,"Público","2005-2006"
"300","PSDB",0.25,0.560942431805328,0.336666666666667,0.142983899368314,"Público","2005-2006"
"301","PT",0.25,0.763271364398973,0.336666666666667,0.345312831961958,"Público","2005-2006"
"302","PFL",0.5,0.746206777998246,0.0866666666666667,0.328248245561231,"Público","2005-2006"
"303","PT",0.5,0.397580503770332,0.0866666666666667,0.0203780286666828,"Público","2005-2006"
"304","PT",0.25,0.198171404911261,0.336666666666667,0.219787127525754,"Público","2005-2006"
"305","PMDB",0.5,0.671364583744978,0.0866666666666667,0.253406051307964,"Público","2005-2006"
"306","PT",0.5,0.722373043664765,0.0866666666666667,0.30441451122775,"Público","2005-2006"
"307","PSDB",0.75,0.709061156889317,0.163333333333333,0.291102624452302,"Público","2005-2006"
"308","PT",0.5,0.886690751792276,0.0866666666666667,0.468732219355261,"Público","2005-2006"
