"","E179WVS","E036","F118","F120","F028","F121"
"889",4,1,5,4,2,5
"890",4,1,5,6,7,5
"891",4,1,5,3,2,4
"892",4,1,5,1,2,5
"893",-1,9,10,1,6,10
"894",-2,10,9,1,1,9
"895",4,8,5,1,2,6
"896",4,10,10,1,2,10
"897",76001,1,8,8,3,5
"898",4,10,1,1,4,1
"899",-1,5,1,1,7,1
"900",76002,10,5,1,1,5
"901",76002,1,10,1,1,1
"902",-1,10,1,1,1,5
"903",4,1,5,1,2,3
"904",76003,1,5,1,2,1
"905",4,5,5,1,2,5
"906",76002,8,1,3,1,4
"907",76002,6,1,1,1,7
"908",76002,5,1,1,2,5
"909",76002,10,3,1,2,6
"910",-1,8,8,7,3,7
"911",4,6,2,6,2,5
"912",4,-1,3,5,3,5
"913",4,5,6,5,4,5
"914",4,5,4,5,7,5
"915",4,4,3,2,2,5
"916",4,5,2,1,1,2
"917",4,4,6,1,2,9
"918",4,3,7,1,3,5
"919",4,8,5,1,2,5
"920",4,10,5,1,1,5
"921",76012,2,10,1,1,3
"922",4,3,5,1,6,6
"923",76002,5,10,4,3,10
"924",4,1,10,1,1,9
"925",76001,1,1,1,7,1
"926",76015,9,1,1,2,10
"927",4,8,10,4,7,8
"928",4,8,3,1,1,3
"929",4,1,1,1,3,4
"930",76002,7,7,1,7,10
"931",4,1,9,1,1,9
"932",4,5,10,1,2,5
"933",4,5,10,1,1,-1
"934",4,3,5,10,1,10
"935",-1,10,1,1,1,3
"936",4,8,9,6,7,10
"937",4,9,1,1,1,5
"938",4,1,5,1,1,5
"939",4,1,5,5,7,3
"940",-1,1,10,1,1,5
"941",4,8,2,1,1,7
"942",-1,3,6,1,2,2
"943",-1,2,7,1,7,8
"944",-1,2,7,1,7,7
"945",4,-1,6,1,7,8
"946",76003,-1,5,1,2,9
"947",-1,4,3,1,2,7
"948",-1,3,9,1,2,8
"949",-1,2,10,3,2,10
"950",4,3,6,2,7,3
"951",76002,5,10,10,7,10
"952",-1,4,5,1,2,5
"953",-1,6,7,3,2,10
"954",4,3,5,1,2,1
"955",4,5,5,1,2,1
"956",4,3,7,5,2,1
"957",4,5,1,1,1,1
"958",76003,5,5,5,1,1
"959",4,10,5,5,2,1
"960",76001,1,5,1,7,7
"961",76003,1,1,1,1,5
"962",76002,1,5,1,1,10
"963",76007,1,1,1,1,5
"964",76002,10,5,1,2,8
"965",76014,1,5,3,2,8
"966",4,1,5,1,1,6
"967",76001,6,10,1,3,5
"968",76002,10,5,1,2,6
"969",76001,10,6,6,7,6
"970",76001,10,1,1,2,7
"971",76002,1,10,1,2,10
"972",76001,4,4,3,2,7
"973",76002,10,10,1,2,10
"974",4,10,9,9,3,9
"975",4,7,10,9,2,6
"976",4,10,1,1,2,1
"977",4,1,1,1,1,1
"978",4,10,1,1,1,1
"979",76024,10,1,1,3,1
"980",4,10,6,3,3,3
"981",76003,2,1,1,7,1
"982",4,-1,1,1,2,6
"983",4,10,1,2,6,10
"984",76010,10,5,6,6,7
"985",-1,1,10,2,2,9
"986",4,8,1,7,7,6
"987",76001,10,5,1,1,10
"988",4,9,1,1,7,10
"989",76001,10,1,1,7,1
"990",76002,5,1,1,2,10
"991",4,1,10,10,2,10
"992",4,10,5,1,8,8
"993",4,10,5,1,1,10
"994",4,8,10,1,7,10
"995",4,8,10,1,7,10
"996",4,1,10,1,1,10
"997",4,10,1,1,1,1
"998",4,10,-1,-1,1,-1
"999",76003,10,10,10,2,10
"1000",4,1,10,10,2,10
"1001",4,10,10,10,2,10
"1002",4,10,1,1,1,1
"1003",4,10,5,1,3,10
"1004",4,10,1,1,8,1
"1005",4,10,10,1,3,1
"1006",4,1,5,10,7,10
"1007",76001,5,1,1,1,5
"1008",76029,7,5,2,1,10
"1009",-1,10,9,1,2,7
"1010",76001,10,1,1,1,1
"1011",4,5,1,1,2,5
"1012",76004,5,5,1,2,1
"1013",76002,1,1,10,2,10
"1014",76001,5,1,5,2,1
"1015",-1,1,1,1,2,1
"1016",-1,1,1,1,2,10
"1017",76001,10,1,1,1,1
"1018",-1,5,1,1,1,1
"1019",-1,10,1,1,2,5
"1020",-1,5,8,1,1,4
"1021",-1,10,3,1,2,7
"1022",-1,1,1,1,2,3
"1023",76001,8,6,2,3,6
"1024",76001,10,10,5,1,6
"1025",-1,3,3,1,2,8
"1026",76001,4,2,2,1,2
"1027",4,10,5,5,8,5
"1028",4,10,10,1,3,10
"1029",5,8,1,1,2,10
"1030",76002,10,1,1,2,7
"1031",-1,7,10,1,2,7
"1032",76003,-1,10,1,7,10
"1033",4,-1,7,1,1,3
"1034",76029,7,3,1,2,10
"1035",76002,1,5,1,2,5
"1036",76001,5,8,1,2,7
"1037",76003,5,5,5,1,2
"1038",-1,8,10,1,1,5
"1039",76002,2,9,1,7,10
"1040",76001,10,1,1,1,10
"1041",4,3,5,1,3,5
"1042",4,3,6,1,7,8
"1043",76002,3,1,1,7,8
"1044",4,10,1,1,1,1
"1045",76002,8,8,2,1,2
"1046",76001,8,1,1,1,1
"1047",-1,9,9,1,7,4
"1048",76012,9,1,1,2,6
"1049",76004,4,4,1,3,9
"1050",4,9,4,1,1,8
"1051",76002,8,6,2,7,5
"1052",-1,9,1,1,2,1
"1053",4,7,4,2,2,5
"1054",76002,3,10,5,6,5
"1055",4,7,9,1,2,5
"1056",4,8,1,1,3,9
"1057",4,10,10,1,6,10
"1058",76002,10,5,1,1,1
"1059",-1,7,5,3,2,5
"1060",76003,2,6,3,1,3
"1061",76002,4,5,3,3,5
"1062",76003,10,7,4,3,6
"1063",4,10,10,1,7,10
"1064",-2,9,1,1,1,3
"1065",76002,2,10,1,1,5
"1066",76002,5,2,2,1,2
"1067",4,8,2,1,1,1
"1068",4,6,10,1,3,5
"1069",-1,9,1,1,8,5
"1070",4,9,8,1,3,4
"1071",-2,5,-1,1,2,10
"1072",76002,6,5,1,1,2
"1073",-1,1,1,1,7,1
"1074",76002,10,1,1,1,7
"1075",-1,6,1,1,2,6
"1076",76002,10,1,1,1,8
"1077",4,10,10,10,8,10
"1078",76002,8,1,1,1,10
"1079",76002,1,8,1,2,7
"1080",76004,5,10,1,4,10
"1081",76001,1,10,1,2,10
"1082",76002,7,10,5,1,10
"1083",76001,2,1,1,7,7
"1084",-1,10,10,2,8,10
"1085",76007,8,2,1,6,1
"1086",76001,7,1,1,3,1
"1087",76012,4,7,1,1,8
"1088",76001,3,1,1,3,7
"1089",4,9,-1,1,6,-1
"1090",4,9,6,1,3,7
"1091",76015,1,2,1,1,1
"1092",76002,1,10,1,7,10
"1093",5,5,5,1,2,5
"1094",4,10,1,1,3,10
"1095",76001,10,7,1,8,7
"1096",76002,2,1,1,1,5
"1097",76001,8,6,1,2,9
"1098",4,1,3,1,6,9
"1099",-1,3,1,1,2,10
"1100",-1,2,10,10,2,10
"1101",76002,-1,10,1,3,8
"1102",76002,1,1,1,2,10
"1103",76010,5,6,1,3,10
"1104",-1,3,-1,1,3,5
"1105",76002,1,10,10,1,10
"1106",4,8,5,1,1,7
"1107",76001,-2,-1,1,1,1
"1108",4,5,3,1,2,6
"1109",4,6,1,1,2,4
"1110",4,1,1,1,2,8
"1111",76012,10,10,1,2,1
"1112",4,1,5,1,6,10
"1113",76002,5,1,1,2,1
"1114",76002,10,7,1,2,5
"1115",4,2,1,1,7,1
"1116",4,3,3,3,1,3
"1117",4,5,2,2,2,3
"1118",4,6,3,4,4,4
"1119",4,8,2,3,4,3
"1120",4,5,4,2,1,3
"1121",4,5,5,5,3,3
"1122",76024,3,5,1,2,5
"1123",76025,10,9,1,3,8
"1124",76002,8,2,1,2,5
"1125",76002,7,6,1,2,7
"1126",76001,2,9,1,3,8
"1127",4,8,5,1,3,1
"1128",4,10,10,1,8,10
"1129",4,5,5,1,2,10
"1130",76001,10,5,1,2,10
"1131",76002,1,-1,5,3,1
"1132",-1,8,1,1,2,-1
"1133",-1,1,-1,2,3,7
"1134",76003,10,1,1,7,10
"1135",4,5,5,1,2,1
"1136",4,7,10,1,7,10
"1137",76015,5,1,1,1,10
"1138",4,10,1,1,2,1
"1139",4,5,5,5,7,10
"1140",4,1,5,1,8,1
"1141",76001,5,5,1,4,1
"1142",4,5,10,1,3,7
"1143",4,1,10,1,2,1
"1144",76004,10,2,1,8,7
"1145",4,1,10,1,3,9
"1146",-1,1,5,1,2,10
"1147",4,10,1,1,2,1
"1148",76010,10,10,1,8,5
"1149",4,10,10,1,1,1
"1150",4,8,1,1,2,10
"1151",76002,1,5,1,6,6
"1152",76001,2,10,1,2,10
"1153",4,8,1,10,2,10
"1154",76001,1,1,1,2,5
"1155",76002,2,10,1,1,4
"1156",4,10,1,1,7,1
"1157",-1,1,1,1,8,1
"1158",-1,4,1,1,7,9
"1159",4,9,5,1,2,5
"1160",4,6,10,10,8,10
"1161",4,1,5,1,2,10
"1162",4,1,1,1,7,10
"1163",-1,1,5,1,7,10
"1164",4,7,-1,1,2,10
"1165",76002,9,-1,1,7,10
"1166",76001,10,9,9,2,1
"1167",4,10,6,2,2,3
"1168",76001,10,6,3,8,8
"1169",76002,1,10,1,3,10
"1170",76023,1,3,1,8,10
"1171",4,7,5,1,1,2
"1172",76002,3,5,1,1,10
"1173",-1,8,10,1,3,10
"1174",4,1,10,1,1,10
"1175",5,8,10,5,4,10
"1176",4,1,10,10,3,10
"1177",76001,10,1,1,1,10
"1178",76010,2,5,5,2,8
"1179",4,8,5,1,7,8
"1180",76002,5,5,1,2,10
"1181",4,5,1,1,2,5
"1182",-1,5,5,1,3,5
"1183",4,4,1,1,1,5
"1184",76001,5,5,1,3,10
"1185",76004,5,5,1,2,9
"1186",4,-1,7,1,2,-1
"1187",76002,10,10,7,6,10
"1188",-1,1,10,10,2,10
"1189",-1,1,1,1,1,1
"1190",-1,10,10,6,7,10
"1191",76002,9,10,10,3,10
"1192",-1,2,9,8,2,8
"1193",-1,10,9,1,2,8
"1194",-1,5,2,1,2,2
"1195",-1,3,10,1,6,9
"1196",-1,10,7,1,7,9
"1197",-1,9,1,1,2,1
"1198",-1,9,8,1,7,10
"1199",-1,9,8,1,1,8
"1200",-1,5,5,1,2,1
"1201",-1,-1,-1,1,3,10
"1202",-1,9,10,1,7,10
"1203",4,1,5,1,1,10
"1204",-1,1,1,7,1,10
"1205",-1,1,5,1,2,5
"1206",-1,5,10,5,2,5
"1207",76002,1,10,10,4,10
"1208",4,1,1,5,6,10
"1209",4,5,1,1,1,5
"1210",4,5,5,1,1,1
"1211",4,1,1,5,2,10
"1212",-1,5,5,1,2,10
"1213",76002,10,1,1,2,1
"1214",4,10,1,1,8,1
"1215",4,5,10,10,7,10
"1216",-1,-1,-1,-1,-1,-1
"1217",4,10,1,1,4,10
"1218",76002,10,10,1,2,10
"1219",4,1,1,1,3,10
"1220",76001,10,1,1,7,10
"1221",4,5,5,1,1,1
"1222",76002,10,10,10,1,10
"1223",76002,10,9,1,2,10
"1224",4,9,1,9,6,10
"1225",4,9,6,9,7,10
"1226",76001,9,1,9,2,10
"1227",4,9,1,1,1,10
"1228",-1,2,3,4,2,5
"1229",4,5,8,1,2,10
"1230",4,10,10,1,2,1
"1231",4,10,8,1,2,8
"1232",4,8,1,1,2,9
"1233",4,1,5,1,2,6
"1234",4,4,5,1,8,10
"1235",4,5,5,1,8,10
"1236",76001,7,8,1,8,8
"1237",-1,10,3,1,1,4
"1238",4,2,-1,1,1,9
"1239",4,10,1,1,2,-1
"1240",-1,2,1,1,2,1
"1241",4,4,1,1,1,1
"1242",-1,6,-1,2,2,9
"1243",4,6,6,1,7,3
"1244",76029,1,1,1,1,1
"1245",4,10,3,1,1,10
"1246",-1,7,1,1,1,5
"1247",-1,7,8,1,3,10
"1248",4,1,10,1,8,1
"1249",4,10,10,1,3,10
"1250",4,9,7,1,2,5
"1251",76004,10,1,1,6,1
"1252",4,10,1,1,4,5
"1253",4,10,10,1,2,10
"1254",4,6,6,1,7,10
"1255",4,7,1,1,3,1
"1256",76001,3,10,1,7,10
"1257",4,9,8,5,3,10
"1258",4,6,-1,1,1,1
"1259",4,1,10,1,7,6
"1260",4,3,5,1,1,5
"1261",76002,10,10,1,3,10
"1262",4,5,1,1,3,9
"1263",4,6,5,1,-1,9
"1264",4,5,3,2,7,3
"1265",4,5,8,1,7,5
"1266",4,5,6,6,7,9
"1267",4,5,6,9,3,8
"1268",4,-1,-1,1,2,8
"1269",4,10,-2,10,7,10
"1270",5,10,-2,10,3,10
"1271",4,1,-2,10,8,10
"1272",4,10,10,1,8,1
"1273",4,9,1,1,2,10
"1274",4,10,1,1,2,10
"1275",4,4,4,10,1,10
"1276",4,1,-1,10,7,10
"1277",4,10,1,5,2,10
"1278",-1,10,1,1,6,1
"1279",4,10,6,5,7,9
"1280",76007,5,-1,1,2,5
"1281",4,10,1,1,6,5
"1282",4,5,8,1,6,10
"1283",76004,2,2,1,3,8
"1284",4,2,8,5,7,5
"1285",76001,1,10,1,2,1
"1286",4,1,1,1,3,5
"1287",4,1,6,2,3,7
"1288",4,1,5,5,3,5
"1289",76002,6,1,1,3,9
"1290",76002,6,4,1,3,10
"1291",76002,5,1,1,7,10
"1292",76002,5,9,1,7,10
"1293",76003,7,8,1,3,10
"1294",-2,5,10,1,4,10
"1295",76004,-1,5,1,1,5
"1296",-1,5,3,1,3,10
"1297",76001,8,1,1,3,1
"1298",76012,1,1,1,2,10
"1299",4,6,8,1,1,1
"1300",-1,5,8,7,1,6
"1301",4,-1,-1,-1,7,10
"1302",4,4,1,1,2,1
"1303",-1,1,5,1,2,10
"1304",4,10,10,1,2,10
"1305",76002,1,1,1,6,1
"1306",76001,8,9,1,7,5
"1307",76002,2,6,1,2,8
"1308",-1,3,1,6,7,2
"1309",76001,8,10,1,7,10
"1310",76002,1,8,1,7,7
"1311",-2,2,10,1,1,10
"1312",4,4,10,1,8,10
"1313",4,5,10,6,3,10
"1314",4,9,10,8,3,10
"1315",4,5,1,1,1,5
"1316",4,5,5,1,2,10
"1317",4,5,1,1,2,5
"1318",4,5,5,1,1,10
"1319",4,5,5,1,2,5
"1320",4,5,10,5,1,10
"1321",4,10,9,6,2,10
"1322",4,1,10,5,3,10
"1323",76024,5,5,1,7,10
"1324",4,1,5,10,7,10
"1325",4,5,10,5,1,10
"1326",76002,-1,1,1,1,7
"1327",-1,1,10,1,1,10
"1328",4,10,4,1,1,1
"1329",-2,-2,-2,1,2,10
"1330",-1,-1,10,1,2,10
"1331",-1,-1,1,1,2,1
"1332",-1,5,-1,1,3,10
"1333",4,9,1,1,1,1
"1334",4,9,1,1,1,3
"1335",4,4,10,1,7,10
"1336",-1,5,10,10,6,10
"1337",4,5,6,5,3,8
"1338",4,1,5,1,1,6
"1339",76009,4,10,10,6,10
"1340",4,6,-1,5,3,10
"1341",4,6,6,6,7,10
"1342",4,1,10,5,7,10
"1343",4,1,2,1,3,10
"1344",4,1,10,1,7,10
"1345",4,1,1,10,2,10
"1346",4,1,1,1,4,10
"1347",76002,5,2,1,1,5
"1348",-1,5,10,1,2,10
"1349",-2,5,10,1,3,10
"1350",-1,5,5,1,7,10
"1351",4,5,-2,1,2,9
"1352",4,10,10,5,1,5
"1353",4,5,7,1,1,8
"1354",4,7,1,1,1,1
"1355",4,5,2,1,2,1
"1356",4,4,1,1,2,1
"1357",4,5,1,1,1,1
"1358",76002,2,5,1,1,5
"1359",76002,2,5,1,1,1
"1360",4,7,5,1,2,1
"1361",4,2,5,1,3,6
"1362",4,3,8,1,3,10
"1363",4,1,5,1,1,10
"1364",4,1,10,1,1,10
"1365",4,1,9,1,8,10
"1366",-1,2,-1,1,7,5
"1367",-1,-1,2,2,1,-1
"1368",76002,10,9,2,3,4
"1369",-1,2,3,1,1,4
"1370",76003,10,1,1,1,5
"1371",4,1,5,1,1,5
"1372",4,8,10,1,1,10
"1373",4,10,1,1,1,1
"1374",76002,10,10,1,7,10
"1375",-1,10,6,1,1,10
"1376",-1,10,1,1,2,4
"1377",4,1,1,1,7,10
"1378",76001,1,1,1,3,1
"1379",4,1,10,1,3,10
"1380",4,1,5,1,2,5
"1381",4,1,1,1,1,1
"1382",4,1,1,1,2,1
"1383",4,1,1,1,1,1
"1384",4,1,1,1,1,1
"1385",4,10,1,1,8,1
"1386",4,5,1,1,7,1
"1387",4,1,1,1,7,10
"1388",4,5,2,1,7,10
"1389",4,10,5,1,7,5
"1390",-1,7,3,1,1,1
"1391",-1,7,6,1,7,10
"1392",4,5,8,1,3,8
"1393",4,5,5,1,3,9
"1394",4,5,1,1,6,1
"1395",-1,1,1,10,2,10
"1396",4,1,10,7,1,6
"1397",-1,1,1,1,2,5
"1398",-1,1,1,6,2,6
"1399",76003,1,4,1,2,3
"1400",76002,1,10,1,1,1
"1401",4,1,10,1,2,6
"1402",4,1,5,1,2,5
"1403",4,1,5,1,8,8
"1404",76003,10,5,1,2,5
"1405",-1,3,-2,-2,1,10
"1406",-1,5,8,9,2,7
"1407",-1,8,7,7,1,8
"1408",-1,5,1,-1,1,1
"1409",4,5,6,5,1,6
"1410",4,7,6,6,7,6
"1411",4,10,5,6,3,6
"1412",4,5,4,5,3,5
"1413",4,5,7,5,7,4
"1414",4,7,4,4,7,5
"1415",4,5,5,5,2,6
"1416",4,5,5,5,2,5
"1417",4,5,5,6,2,6
"1418",4,5,4,5,2,5
"1419",4,1,7,8,1,7
"1420",4,6,5,4,1,6
"1421",4,5,5,4,2,5
"1422",76004,1,1,1,2,10
"1423",-1,9,10,1,1,10
"1424",4,1,1,1,2,1
"1425",-1,1,6,1,2,10
"1426",-1,6,1,1,7,1
"1427",-1,1,5,1,7,7
"1428",4,1,5,1,1,10
"1429",4,1,1,1,2,10
"1430",4,1,10,10,3,10
"1431",4,9,-2,1,8,1
"1432",4,6,7,5,7,5
"1433",4,1,1,1,2,1
"1434",4,6,4,4,8,4
"1435",4,5,-1,-2,2,-1
"1436",4,1,1,1,1,1
"1437",4,1,10,10,7,10
"1438",76002,7,7,1,1,6
"1439",4,8,6,1,3,7
"1440",4,9,9,1,7,5
"1441",76002,5,9,1,2,9
"1442",4,5,9,1,2,9
"1443",76001,8,10,9,3,10
"1444",4,9,8,2,2,8
"1445",76003,5,10,10,8,9
"1446",4,9,5,1,2,5
"1447",76010,4,10,10,7,10
"1448",4,7,1,1,2,10
"1449",5,5,3,3,7,4
"1450",4,3,10,5,3,10
"1451",76001,10,1,1,2,1
"1452",4,4,8,7,8,7
"1453",76002,4,6,2,1,2
"1454",76002,5,6,6,3,5
"1455",4,8,6,5,-1,7
"1456",4,7,-2,-2,1,-1
"1457",76003,1,1,1,1,2
"1458",76002,4,9,1,3,6
"1459",76002,10,10,1,1,1
"1460",76004,3,1,1,1,1
"1461",76001,3,1,1,1,1
"1462",76002,5,1,10,7,10
"1463",76003,1,5,1,2,1
"1464",4,2,5,5,3,5
"1465",76002,7,5,5,2,8
"1466",4,7,10,6,1,10
"1467",4,6,9,3,7,7
"1468",4,6,7,1,1,1
"1469",4,7,1,5,7,3
"1470",76003,-1,1,4,2,3
"1471",4,8,1,1,1,1
"1472",4,1,-1,1,1,5
"1473",-1,10,7,1,1,8
"1474",4,1,10,1,1,10
"1475",4,1,6,1,7,1
"1476",76003,5,10,1,2,7
"1477",76002,3,3,1,1,1
"1478",4,5,1,1,2,1
"1479",4,1,9,1,7,7
"1480",76002,1,1,1,8,1
"1481",4,1,5,1,7,5
"1482",4,1,10,1,3,1
"1483",76010,8,10,1,1,10
"1484",-2,-1,1,1,1,1
"1485",-1,1,1,1,1,1
"1486",-2,10,1,1,2,-2
