"","E179WVS","E036","F118","F120","F028","F121"
"883",76003,1,5,5,2,5
"884",76029,9,1,1,2,7
"885",76003,8,8,1,2,9
"886",76003,1,6,1,2,8
"887",76002,5,4,1,2,1
"888",76003,7,5,2,2,5
"889",76003,5,7,8,7,10
"890",76002,1,5,5,3,5
"891",76003,7,5,5,2,5
"892",76003,6,2,1,7,5
"893",4,4,6,1,4,8
"894",4,2,5,1,7,10
"895",76003,1,5,5,1,5
"896",4,3,-2,1,4,10
"897",-2,5,2,1,1,2
"898",76006,2,2,1,1,5
"899",5,2,5,3,3,9
"900",4,1,10,1,2,10
"901",76001,8,1,1,1,1
"902",76003,1,10,-2,3,10
"903",5,1,1,2,1,9
"904",4,8,5,1,3,5
"905",4,3,1,1,1,5
"906",76003,7,4,1,2,5
"907",4,4,4,1,1,5
"908",76002,5,1,1,1,6
"909",76002,7,5,1,3,6
"910",76002,5,1,1,2,5
"911",4,8,5,1,1,5
"912",76002,8,4,1,3,5
"913",76001,4,1,1,3,5
"914",76005,4,5,5,7,7
"915",76029,4,1,1,8,6
"916",76002,1,1,1,8,10
"917",76003,4,8,1,2,9
"918",76029,8,1,1,1,3
"919",76004,1,5,1,7,10
"920",76004,7,5,1,6,2
"921",76004,8,4,4,2,7
"922",76002,10,10,1,7,7
"923",76002,2,5,1,7,5
"924",4,8,5,5,1,5
"925",76029,9,1,1,1,1
"926",4,5,10,1,8,10
"927",76002,5,9,10,7,9
"928",76002,1,1,1,1,10
"929",4,8,7,1,8,10
"930",4,7,8,1,7,10
"931",-1,5,5,1,1,10
"932",76001,8,10,1,6,6
"933",76003,5,1,1,1,5
"934",76002,7,4,7,1,4
"935",76002,5,4,5,1,5
"936",76002,5,3,4,2,3
"937",76002,4,4,4,2,3
"938",76002,5,4,4,3,4
"939",76002,5,3,3,3,5
"940",76002,4,3,3,3,2
"941",76002,3,4,3,3,2
"942",76002,5,3,2,3,3
"943",76002,4,3,3,2,3
"944",76001,4,4,4,2,3
"945",4,5,4,4,3,3
"946",76002,5,5,5,2,6
"947",76001,9,5,2,2,2
"948",76001,5,2,5,4,7
"949",76001,6,5,1,2,6
"950",76001,8,3,2,2,2
"951",4,3,6,6,4,6
"952",76006,2,5,5,1,3
"953",76003,9,10,5,3,9
"954",76002,8,5,1,7,10
"955",5,5,5,2,7,5
"956",76002,5,9,5,7,8
"957",76001,7,8,1,2,9
"958",76002,7,7,7,2,6
"959",4,5,5,3,2,5
"960",4,3,10,5,8,8
"961",4,5,10,1,-2,10
"962",76002,8,6,3,2,7
"963",4,-2,10,5,7,10
"964",76002,8,1,5,3,9
"965",76002,5,1,1,7,1
"966",76006,1,1,8,1,8
"967",76006,8,1,1,3,1
"968",76002,10,1,1,2,3
"969",76002,5,-2,-2,7,-2
"970",4,5,3,3,7,8
"971",76002,7,5,5,8,10
"972",76002,3,10,10,1,10
"973",76002,10,1,-2,7,-2
"974",76001,8,6,1,7,8
"975",76029,4,1,1,7,10
"976",4,10,6,1,7,6
"977",4,4,8,5,8,8
"978",76001,6,6,1,2,6
"979",4,1,9,10,7,10
"980",76001,10,5,1,7,5
"981",76003,5,10,5,7,5
"982",76002,10,8,10,8,10
"983",4,8,6,4,1,5
"984",76001,3,5,5,3,5
"985",76001,3,4,1,3,10
"986",76001,2,8,1,3,8
"987",76003,8,9,5,3,6
"988",76003,1,2,1,3,8
"989",76002,8,6,1,3,5
"990",76002,8,1,5,3,10
"991",76001,3,1,1,3,8
"992",76006,4,1,1,3,3
"993",76001,3,1,1,3,10
"994",76002,9,5,4,7,5
"995",76007,1,9,5,3,9
"996",76002,5,5,5,2,5
"997",76002,4,1,1,3,5
"998",76002,10,5,5,6,10
"999",4,6,2,2,2,3
"1000",76003,8,5,5,1,5
"1001",76002,1,1,1,2,10
"1002",4,10,5,10,8,1
"1003",76002,10,5,1,6,7
"1004",76001,1,4,4,1,5
"1005",76002,5,-2,1,2,10
"1006",4,6,5,1,1,4
"1007",4,1,1,1,3,1
"1008",76002,10,5,1,7,1
"1009",76002,9,1,1,3,1
"1010",76002,10,5,1,2,9
"1011",76002,10,1,1,1,1
"1012",76001,5,10,10,2,10
"1013",4,8,10,1,2,10
"1014",76006,7,7,3,2,8
"1015",76006,1,7,1,6,10
"1016",76001,6,7,1,3,8
"1017",5,5,1,1,1,5
"1018",76006,10,5,1,3,1
"1019",76001,5,6,1,3,6
"1020",76003,8,1,1,7,10
"1021",76002,9,5,6,7,10
"1022",76002,10,8,2,2,7
"1023",4,10,3,5,7,8
"1024",76002,7,5,5,6,5
"1025",76002,5,4,3,7,3
"1026",76002,5,3,1,3,10
"1027",5,4,4,3,2,1
"1028",76007,5,6,6,1,6
"1029",4,5,4,1,7,4
"1030",4,1,5,3,7,5
"1031",4,4,7,-2,7,9
"1032",4,5,1,1,2,1
"1033",76002,6,3,4,7,6
"1034",4,10,4,1,7,4
"1035",76002,8,2,1,1,5
"1036",76003,7,4,2,2,7
"1037",76002,4,-2,4,2,4
"1038",-2,4,2,2,1,3
"1039",76002,1,1,1,1,1
"1040",76029,5,6,6,2,10
"1041",76004,8,6,1,8,9
"1042",76003,1,3,3,7,10
"1043",76002,4,2,1,1,3
"1044",4,2,2,9,8,2
"1045",76002,5,10,1,3,5
"1046",76002,5,8,1,3,10
"1047",76029,2,5,5,8,5
"1048",76002,5,10,1,7,10
"1049",4,4,1,1,7,8
"1050",4,5,10,1,1,5
"1051",4,7,5,5,2,5
"1052",4,10,1,1,2,4
"1053",76001,3,10,5,2,10
"1054",76006,5,5,3,2,5
"1055",76002,6,5,1,2,8
"1056",76001,5,5,1,1,1
"1057",76001,10,5,1,2,5
"1058",76004,8,8,3,2,7
"1059",76001,10,10,8,4,10
"1060",76002,2,1,1,7,8
"1061",76001,9,-2,1,2,1
"1062",76002,6,5,1,3,5
"1063",5,10,1,1,1,1
"1064",76002,9,1,1,1,1
"1065",4,7,3,6,2,3
"1066",76003,2,1,1,1,1
"1067",4,2,2,1,2,1
"1068",76001,4,1,1,2,1
"1069",76002,6,8,1,2,10
"1070",4,6,5,4,3,8
"1071",76002,4,1,1,2,4
"1072",76001,1,1,1,2,1
"1073",4,5,1,1,2,1
"1074",76002,9,1,1,7,1
"1075",76002,2,1,4,1,3
"1076",76002,10,4,1,2,9
"1077",76001,8,3,1,2,4
"1078",76002,7,2,1,2,3
"1079",76002,7,7,1,8,10
"1080",4,5,1,1,1,10
"1081",76002,10,1,1,7,2
"1082",4,9,1,1,1,1
"1083",76002,4,1,1,7,2
"1084",4,2,5,4,4,6
"1085",76002,2,4,2,7,5
"1086",76002,3,4,4,3,6
"1087",76005,1,4,3,4,5
"1088",4,1,3,7,4,2
"1089",4,1,5,5,3,6
"1090",76006,3,4,4,4,4
"1091",4,3,3,3,7,9
"1092",4,3,4,4,7,4
"1093",4,2,3,3,3,5
"1094",76002,10,8,3,3,9
"1095",5,5,3,5,3,7
"1096",76002,3,7,4,7,7
"1097",76002,10,10,1,3,10
"1098",76002,-2,1,1,7,1
"1099",4,-1,1,1,1,1
"1100",76002,1,10,1,7,8
"1101",76002,6,6,1,7,8
"1102",76002,10,7,-2,3,10
"1103",76002,7,7,1,2,7
"1104",76002,10,1,1,3,1
"1105",76002,3,5,2,7,8
"1106",4,7,9,5,1,10
"1107",76002,8,1,1,2,1
"1108",76002,7,10,7,4,5
"1109",-1,-1,5,5,3,10
"1110",76002,8,4,2,2,2
"1111",76002,8,5,6,3,9
"1112",76002,5,5,1,4,1
"1113",4,8,10,1,2,1
"1114",76006,10,1,1,3,10
"1115",76006,7,6,2,1,10
"1116",4,9,3,1,3,2
"1117",-1,8,4,5,3,8
"1118",76002,4,8,3,3,9
"1119",4,3,8,1,7,10
"1120",76002,2,-2,-2,7,10
"1121",76006,3,5,1,3,5
"1122",76006,10,-2,-2,3,10
"1123",4,7,1,1,7,7
"1124",76002,9,1,1,8,4
"1125",-1,5,6,3,8,5
"1126",76002,10,10,1,2,10
"1127",4,9,5,5,2,5
"1128",76006,7,9,7,8,7
"1129",76006,10,10,1,3,1
"1130",76006,10,5,1,7,-1
"1131",76002,1,1,1,2,10
"1132",76006,10,1,1,1,1
"1133",76006,1,1,1,2,10
"1134",76029,1,5,9,3,9
"1135",4,10,1,1,1,1
"1136",4,10,5,5,7,9
"1137",76010,1,5,5,2,5
"1138",76003,5,5,1,1,5
"1139",4,5,10,1,7,5
"1140",76003,5,3,7,8,10
"1141",76003,1,10,1,2,10
"1142",76010,6,10,4,7,10
"1143",4,1,5,5,7,5
"1144",4,1,1,1,1,1
"1145",76002,3,2,1,2,3
"1146",76002,1,5,1,2,7
"1147",4,7,1,1,1,1
"1148",76002,4,5,1,8,3
"1149",76002,5,5,1,2,8
"1150",76002,5,5,2,1,3
"1151",76002,4,1,1,2,1
"1152",4,1,5,1,1,1
"1153",4,1,1,1,7,10
"1154",4,3,5,1,2,3
"1155",4,2,5,5,3,5
"1156",76003,1,4,2,1,7
"1157",76001,5,1,1,7,1
"1158",76001,1,5,5,2,8
"1159",76003,1,5,1,1,8
"1160",76002,1,1,1,2,5
"1161",76001,1,3,3,2,6
"1162",76003,4,6,1,1,5
"1163",76010,3,5,1,2,7
"1164",76003,8,1,1,1,1
"1165",76002,5,5,5,1,5
"1166",4,1,5,5,7,5
"1167",76006,1,5,1,2,10
"1168",76001,5,1,1,1,1
"1169",4,4,5,4,7,8
"1170",76005,1,5,5,2,5
"1171",76002,5,4,8,7,4
"1172",76003,4,10,1,1,10
"1173",76002,1,5,1,7,10
"1174",4,1,5,1,1,8
"1175",76002,6,-1,1,1,6
"1176",4,2,2,2,1,2
"1177",4,8,-2,1,1,9
"1178",4,5,1,1,8,5
"1179",76002,7,5,5,1,3
"1180",76002,8,2,1,2,6
"1181",76002,1,1,1,7,1
"1182",76001,3,3,1,7,10
"1183",4,7,2,1,1,6
"1184",4,8,1,3,3,4
"1185",76002,5,5,1,2,5
"1186",-2,-2,-2,1,1,-2
"1187",76002,10,1,1,2,1
"1188",76001,8,3,1,1,5
"1189",76002,9,1,1,2,1
"1190",76002,6,8,1,1,7
"1191",76002,3,1,1,4,1
"1192",76002,1,2,5,3,5
"1193",76001,7,1,1,1,1
"1194",4,5,1,1,3,10
"1195",76002,10,2,1,3,1
"1196",76003,4,2,1,1,4
"1197",76002,10,10,1,1,8
"1198",76029,1,5,1,7,8
"1199",76006,1,2,2,2,2
"1200",5,8,3,1,1,1
"1201",76002,10,1,1,2,1
"1202",4,6,5,1,2,5
"1203",76003,1,5,4,2,6
"1204",76002,6,7,1,2,10
"1205",76002,6,4,3,2,4
"1206",4,3,5,3,8,7
"1207",4,5,10,10,2,10
"1208",4,4,10,2,3,7
"1209",76002,7,1,1,3,3
"1210",76003,7,5,2,3,7
"1211",76003,6,6,1,1,3
"1212",76006,7,5,1,3,7
"1213",76002,3,5,4,7,8
"1214",76003,4,3,1,2,10
"1215",76002,6,1,1,1,1
"1216",76002,-2,1,1,1,5
"1217",76002,6,5,5,3,8
"1218",76029,5,1,1,4,5
"1219",76001,7,1,1,1,1
"1220",76002,10,5,1,4,5
"1221",76002,5,-2,1,8,5
"1222",76002,9,-2,1,1,10
"1223",76001,1,10,1,3,5
"1224",4,8,5,1,7,5
"1225",76003,10,10,1,1,10
"1226",76002,3,1,1,2,1
"1227",76003,1,1,1,1,10
"1228",76001,10,4,1,6,3
"1229",76002,2,10,1,3,10
"1230",76010,8,-2,1,1,-2
"1231",76003,6,10,1,8,10
"1232",76006,1,1,1,7,7
"1233",76002,1,1,1,2,10
"1234",76004,3,10,1,1,10
"1235",4,9,5,3,1,7
"1236",5,5,-2,5,7,9
"1237",76002,4,5,2,6,2
"1238",4,5,8,1,1,5
"1239",76029,8,5,6,8,8
"1240",4,5,-2,6,2,9
"1241",76029,10,5,8,7,10
"1242",-1,5,1,1,7,5
"1243",76001,1,1,10,2,5
"1244",4,5,1,1,1,5
"1245",76001,8,6,5,2,6
"1246",76002,-1,1,1,1,1
"1247",76002,-1,10,8,2,5
"1248",76001,4,-1,1,7,10
"1249",76003,6,1,1,3,5
"1250",76002,10,1,1,2,6
"1251",76001,5,1,1,1,1
"1252",4,9,5,1,7,10
"1253",76001,9,1,1,1,1
"1254",76002,9,1,1,1,8
"1255",76002,5,5,1,7,6
"1256",76029,9,10,7,6,8
"1257",76002,2,8,8,2,10
"1258",4,1,2,2,2,6
"1259",76002,5,10,5,8,1
"1260",76001,10,1,1,1,1
"1261",76029,5,5,5,1,10
"1262",76002,9,10,1,7,8
"1263",76002,8,1,1,7,6
"1264",4,5,10,5,7,10
"1265",5,5,4,2,1,2
"1266",76002,10,10,1,6,10
"1267",4,1,1,1,7,1
"1268",76002,3,4,1,2,5
"1269",76029,5,10,5,8,5
"1270",76002,5,9,1,2,9
"1271",76002,5,8,2,2,7
"1272",76003,4,6,2,7,4
"1273",76002,10,3,1,4,2
"1274",76002,9,2,2,2,2
"1275",76002,10,3,3,1,3
"1276",76002,5,5,1,7,10
"1277",4,5,5,5,2,8
"1278",76002,9,1,1,7,2
"1279",76002,7,10,5,3,8
"1280",76004,3,1,1,8,1
"1281",76001,10,1,1,1,6
"1282",4,8,5,1,7,7
"1283",76001,4,3,1,7,4
"1284",76004,6,7,8,2,9
"1285",76003,7,9,5,3,10
"1286",4,8,10,1,2,10
"1287",76002,8,5,1,2,5
"1288",76004,10,1,1,7,9
"1289",76007,2,7,2,3,5
"1290",76002,-1,-2,2,2,8
"1291",5,4,5,5,3,5
"1292",4,1,1,1,2,10
"1293",4,7,7,1,7,7
"1294",76003,7,3,2,1,3
"1295",76001,5,5,1,2,10
"1296",76002,10,1,1,1,1
"1297",76029,10,4,1,1,4
"1298",76002,3,10,-2,2,-2
"1299",76002,5,5,5,8,10
"1300",76010,2,-2,5,8,5
"1301",76010,10,5,8,6,8
"1302",76002,5,10,8,7,10
"1303",76002,7,8,9,8,9
"1304",76004,6,1,1,1,1
"1305",76002,10,5,1,1,8
"1306",76004,1,1,1,1,1
"1307",4,8,5,1,7,5
"1308",76007,2,-1,1,1,1
"1309",4,10,5,1,7,5
"1310",76001,4,5,1,3,5
"1311",4,6,4,8,2,10
"1312",76002,8,5,1,3,10
"1313",4,1,7,2,8,10
"1314",76010,5,10,5,8,5
"1315",76029,5,-1,5,7,10
"1316",4,8,2,3,2,6
"1317",4,1,1,1,1,1
"1318",-1,5,5,1,2,10
"1319",4,10,5,1,2,5
"1320",76001,10,5,1,1,5
"1321",76001,1,10,10,2,10
"1322",76001,8,2,1,1,5
"1323",76002,10,1,1,7,5
"1324",76002,4,10,1,3,10
"1325",76002,1,5,1,2,5
"1326",76001,9,5,1,2,5
"1327",4,9,9,8,2,6
"1328",76002,1,4,10,2,4
"1329",76002,9,4,2,8,6
"1330",-2,1,10,1,2,10
"1331",76002,10,9,5,7,7
"1332",76010,10,5,1,7,5
"1333",76002,1,1,1,2,10
"1334",-1,5,1,1,1,6
"1335",4,10,1,1,7,1
"1336",76001,4,2,2,2,2
"1337",76002,9,5,1,2,1
"1338",4,6,6,3,7,7
"1339",76002,10,1,1,1,1
"1340",76029,1,5,10,8,10
"1341",76002,10,5,2,7,5
"1342",76029,6,8,5,6,10
"1343",4,2,-2,1,1,1
"1344",76002,1,1,1,6,10
"1345",76003,10,1,1,2,1
"1346",4,5,5,1,1,4
"1347",76003,10,1,1,1,10
"1348",4,8,1,1,7,3
"1349",5,5,5,5,2,7
"1350",76006,4,2,1,2,2
"1351",76010,1,1,7,7,10
"1352",76003,6,5,1,7,10
"1353",4,5,8,1,3,5
"1354",76002,10,5,1,7,1
"1355",76002,6,5,1,7,9
"1356",76001,10,5,5,1,5
"1357",76002,8,5,3,7,8
"1358",76006,2,8,5,2,8
"1359",76004,8,1,1,1,5
"1360",76004,1,-1,5,3,5
"1361",76004,1,1,1,3,1
"1362",76002,1,10,10,1,10
"1363",76004,1,1,1,1,1
"1364",76001,1,1,1,1,1
"1365",76002,5,1,5,6,5
"1366",4,5,7,10,1,1
"1367",76006,8,-1,4,2,8
"1368",76004,8,5,5,4,5
"1369",4,8,1,1,1,1
"1370",76004,-1,1,1,1,1
"1371",76002,8,1,5,7,5
"1372",4,5,5,5,7,5
"1373",4,8,5,1,7,7
"1374",76002,-1,5,5,7,8
"1375",76003,4,5,2,2,5
"1376",76002,10,1,1,1,1
"1377",76002,9,3,3,4,3
"1378",76002,7,-2,1,1,10
"1379",4,5,5,1,1,5
"1380",76001,8,1,1,2,1
"1381",76002,1,1,1,8,1
"1382",76002,1,1,1,1,1
"1383",76002,5,8,5,6,5
"1384",76004,5,10,4,3,4
"1385",76001,1,8,1,7,10
"1386",4,9,5,1,1,1
"1387",76002,10,5,3,2,10
"1388",4,10,1,1,7,5
"1389",-1,8,1,1,2,5
"1390",4,10,1,1,7,5
"1391",-1,5,5,5,2,5
"1392",76004,1,5,1,7,-1
"1393",76002,9,10,1,7,5
"1394",76002,10,1,1,1,1
"1395",-1,2,5,5,7,5
"1396",76002,1,10,5,8,10
"1397",4,5,5,5,3,5
"1398",76001,2,5,3,3,5
"1399",-2,5,5,1,1,5
"1400",4,1,1,1,1,5
"1401",-1,5,5,1,3,5
"1402",76001,8,1,1,3,5
"1403",-1,9,5,1,1,10
"1404",-1,-1,-1,-1,2,-1
"1405",76003,2,10,10,8,5
"1406",76002,5,10,5,8,10
"1407",76002,1,1,1,2,5
"1408",4,10,1,1,1,1
"1409",76002,8,10,1,2,1
"1410",76029,10,10,10,8,10
"1411",76002,5,4,1,1,1
"1412",76003,1,1,1,2,6
"1413",76002,2,1,6,1,1
"1414",76002,7,7,1,-2,6
"1415",-1,3,6,1,7,7
"1416",76002,3,1,1,4,8
"1417",76002,2,1,1,1,1
"1418",76002,5,7,7,2,7
"1419",76001,9,6,3,2,3
"1420",76002,6,6,1,1,9
"1421",76002,1,5,2,1,2
"1422",4,-2,-2,-2,1,-2
"1423",5,3,3,3,6,3
"1424",4,5,-2,3,3,7
"1425",76002,5,7,4,2,4
"1426",5,1,-2,-2,2,-2
"1427",76002,9,-2,1,2,3
"1428",5,5,-2,-2,2,-2
"1429",76007,8,5,2,3,8
"1430",4,5,2,5,3,8
"1431",76006,4,3,10,1,10
"1432",76005,10,6,1,4,1
"1433",76004,10,1,1,2,1
"1434",76002,6,5,1,7,10
"1435",76002,5,5,6,1,5
"1436",4,5,4,1,7,6
"1437",76001,6,1,1,-2,1
"1438",76002,9,5,3,1,1
"1439",76001,6,5,5,1,5
"1440",76029,2,3,1,2,1
"1441",76002,3,8,6,7,9
"1442",76002,-1,2,-2,2,10
"1443",76002,8,2,2,2,2
"1444",76002,6,2,2,3,3
"1445",76002,-2,3,7,2,5
"1446",76002,4,8,10,1,5
"1447",5,8,5,1,1,10
"1448",76002,4,6,6,3,9
"1449",76002,8,8,2,2,7
"1450",4,4,8,-2,3,9
"1451",76002,-2,-1,1,7,-1
"1452",76006,2,-2,2,6,-2
"1453",4,4,3,3,1,3
"1454",76002,8,4,2,2,6
"1455",76002,1,1,1,7,1
"1456",76002,-2,-2,-2,7,2
"1457",76002,3,-1,-1,6,-1
"1458",76006,2,2,2,7,2
"1459",76002,4,1,1,2,1
"1460",76002,3,7,2,3,2
"1461",76002,10,10,1,2,1
"1462",76002,1,1,1,2,1
"1463",76002,10,7,1,7,5
"1464",76002,10,1,1,1,1
"1465",76002,8,5,1,7,5
"1466",76007,8,2,1,3,3
"1467",4,10,4,1,7,10
"1468",76001,9,1,1,2,1
"1469",76003,5,2,1,1,1
"1470",76001,-1,1,1,8,10
"1471",76002,9,4,3,3,7
"1472",76003,10,5,1,7,10
"1473",4,4,4,1,3,5
"1474",76002,9,1,1,2,7
"1475",76002,10,2,1,6,7
"1476",76003,9,5,1,2,8
"1477",76003,5,3,1,3,4
"1478",76001,10,1,1,3,1
"1479",76001,1,10,1,3,10
"1480",76001,10,1,1,6,1
"1481",76002,5,4,2,7,7
"1482",4,5,5,3,7,7
"1483",76002,5,2,2,1,2
"1484",4,5,2,2,2,2
"1485",76006,5,5,3,4,7
"1486",76002,5,5,3,2,8
"1487",76002,1,1,3,3,1
"1488",76002,10,2,2,2,5
"1489",76002,4,5,1,3,5
"1490",76002,5,10,1,2,10
"1491",76002,7,1,1,1,2
"1492",4,8,1,1,3,10
"1493",76002,5,7,5,4,7
"1494",76002,6,2,1,1,2
"1495",76029,7,7,1,1,5
"1496",76003,2,5,1,3,4
"1497",4,10,3,3,2,3
"1498",76002,10,4,3,6,-2
"1499",76007,8,1,1,3,8
"1500",76001,4,2,2,1,2
