"","partido","microGap","Dimensão","Período"
"37","PT",0.131633046497039,"Liberal / Fundamentalismo adaptado","2005-2006"
"38","PTB",0.386345450547344,"Liberal / Fundamentalismo adaptado","2005-2006"
"39","PSDB",0.260962009511982,"Liberal / Fundamentalismo adaptado","2005-2006"
"40","PT",0.393209721027185,"Liberal / Fundamentalismo adaptado","2005-2006"
"41","PMDB",0.0319583019362226,"Liberal / Fundamentalismo adaptado","2005-2006"
"42","PT",0.443251017205088,"Liberal / Fundamentalismo adaptado","2005-2006"
"43","PT",0.381406058405473,"Liberal / Fundamentalismo adaptado","2005-2006"
"44","PT",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"45","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"46","PMDB",0.405283913854822,"Liberal / Fundamentalismo adaptado","2005-2006"
"47","PT",0.0380734454230757,"Liberal / Fundamentalismo adaptado","2005-2006"
"48","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"49","PT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"50","PT",0.0972219598402879,"Liberal / Fundamentalismo adaptado","2005-2006"
"51","PMDB",0.183836164483082,"Liberal / Fundamentalismo adaptado","2005-2006"
"52","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"53","PT",0.551209164898487,"Liberal / Fundamentalismo adaptado","2005-2006"
"54","PMDB",0.452033285707547,"Liberal / Fundamentalismo adaptado","2005-2006"
"55","PT",0.412148184334663,"Liberal / Fundamentalismo adaptado","2005-2006"
"56","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"57","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"58","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"59","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"60","PFL",0.485977159226606,"Liberal / Fundamentalismo adaptado","2005-2006"
"61","PT",0.314378968912782,"Liberal / Fundamentalismo adaptado","2005-2006"
"62","PT",0.321569274363787,"Liberal / Fundamentalismo adaptado","2005-2006"
"63","PT",0.0425128869607551,"Liberal / Fundamentalismo adaptado","2005-2006"
"64","PT",0.222483571908156,"Liberal / Fundamentalismo adaptado","2005-2006"
"65","PT",0.154776178340656,"Liberal / Fundamentalismo adaptado","2005-2006"
"66","PSDB",0.0631616099570107,"Liberal / Fundamentalismo adaptado","2005-2006"
"67","PT",0.256337268691906,"Liberal / Fundamentalismo adaptado","2005-2006"
"68","PT",0.0631616099570107,"Liberal / Fundamentalismo adaptado","2005-2006"
"69","PT",0.282500709420461,"Liberal / Fundamentalismo adaptado","2005-2006"
"70","PT",0.125006568756625,"Liberal / Fundamentalismo adaptado","2005-2006"
"71","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"72","PT",0.198330240441102,"Liberal / Fundamentalismo adaptado","2005-2006"
"73","PT",0.390188326907933,"Liberal / Fundamentalismo adaptado","2005-2006"
"74","PT",0.287305803711154,"Liberal / Fundamentalismo adaptado","2005-2006"
"75","PT",0.261688369206232,"Liberal / Fundamentalismo adaptado","2005-2006"
"76","PT",0.504735269063467,"Liberal / Fundamentalismo adaptado","2005-2006"
"77","PSDB",0.124045436060835,"Liberal / Fundamentalismo adaptado","2005-2006"
"78","PT",0.467494525407451,"Liberal / Fundamentalismo adaptado","2005-2006"
"79","PTB",0.125547222376982,"Liberal / Fundamentalismo adaptado","2005-2006"
"80","PSDB",0.458712256904992,"Liberal / Fundamentalismo adaptado","2005-2006"
"81","PT",0.364841422608937,"Liberal / Fundamentalismo adaptado","2005-2006"
"82","PT",0.289589454486787,"Liberal / Fundamentalismo adaptado","2005-2006"
"83","PSDB",0.383870062651724,"Liberal / Fundamentalismo adaptado","2005-2006"
"84","PT",0.33579282011588,"Liberal / Fundamentalismo adaptado","2005-2006"
"85","PT",0.179847606621946,"Liberal / Fundamentalismo adaptado","2005-2006"
"86","PT",0.274128214786884,"Liberal / Fundamentalismo adaptado","2005-2006"
"87","PSDB",0.0813079103899479,"Liberal / Fundamentalismo adaptado","2005-2006"
"88","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"89","PT",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"90","PMDB",0.179211423663006,"Liberal / Fundamentalismo adaptado","2005-2006"
"91","PT",0.0725811466527257,"Liberal / Fundamentalismo adaptado","2005-2006"
"92","PT",0.304280213376573,"Liberal / Fundamentalismo adaptado","2005-2006"
"93","PT",0.247555000189447,"Liberal / Fundamentalismo adaptado","2005-2006"
"94","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"95","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"96","PT",0.105016796018048,"Liberal / Fundamentalismo adaptado","2005-2006"
"97","PT",0.322806968311597,"Liberal / Fundamentalismo adaptado","2005-2006"
"98","PT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"99","PMDB",0.0160872883674363,"Liberal / Fundamentalismo adaptado","2005-2006"
"100","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"101","PT",0.174862158860635,"Liberal / Fundamentalismo adaptado","2005-2006"
"102","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"103","PSDB",0.199477757653603,"Liberal / Fundamentalismo adaptado","2005-2006"
"104","PDT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"105","PT",0.0852557652349181,"Liberal / Fundamentalismo adaptado","2005-2006"
"106","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"107","PDT",0.0203780286666828,"Liberal / Fundamentalismo adaptado","2005-2006"
"108","PSDB",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"109","PT",0.437899916690763,"Liberal / Fundamentalismo adaptado","2005-2006"
"110","PFL",0.374451611190324,"Liberal / Fundamentalismo adaptado","2005-2006"
"111","PFL",0.358810018019803,"Liberal / Fundamentalismo adaptado","2005-2006"
"112","PT",0.484193459055165,"Liberal / Fundamentalismo adaptado","2005-2006"
"113","PTB",0.0569395534822043,"Liberal / Fundamentalismo adaptado","2005-2006"
"114","PT",0.467494525407451,"Liberal / Fundamentalismo adaptado","2005-2006"
"115","PSDB",0.260962009511982,"Liberal / Fundamentalismo adaptado","2005-2006"
"116","PTB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"117","PFL",0.424042023691683,"Liberal / Fundamentalismo adaptado","2005-2006"
"118","PT",0.0929312195410414,"Liberal / Fundamentalismo adaptado","2005-2006"
"119","PT",0.0507050281237143,"Liberal / Fundamentalismo adaptado","2005-2006"
"120","PT",0.0469195910319348,"Liberal / Fundamentalismo adaptado","2005-2006"
"121","PT",0.0546875549387559,"Liberal / Fundamentalismo adaptado","2005-2006"
"122","PT",0.146769336460093,"Liberal / Fundamentalismo adaptado","2005-2006"
"123","PFL",0.362557771833304,"Liberal / Fundamentalismo adaptado","2005-2006"
"124","PT",0.169011107742119,"Liberal / Fundamentalismo adaptado","2005-2006"
"125","PT",0.0509284174758858,"Liberal / Fundamentalismo adaptado","2005-2006"
"126","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"127","PMDB",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"128","PMDB",0.535657748463274,"Liberal / Fundamentalismo adaptado","2005-2006"
"129","PT",0.199843410406617,"Liberal / Fundamentalismo adaptado","2005-2006"
"130","PMDB",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"131","PSDB",0.0050917898341214,"Liberal / Fundamentalismo adaptado","2005-2006"
"132","PT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"133","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"134","PSDB",0.047700370257107,"Liberal / Fundamentalismo adaptado","2005-2006"
"135","PT",0.125006568756625,"Liberal / Fundamentalismo adaptado","2005-2006"
"136","PT",0.482865588372046,"Liberal / Fundamentalismo adaptado","2005-2006"
"137","PT",0.434878522571511,"Liberal / Fundamentalismo adaptado","2005-2006"
"138","PT",0.0713434527049158,"Liberal / Fundamentalismo adaptado","2005-2006"
"139","PT",0.223721265855966,"Liberal / Fundamentalismo adaptado","2005-2006"
"140","PT",0.157059829116289,"Liberal / Fundamentalismo adaptado","2005-2006"
"141","PT",0.0734353663605624,"Liberal / Fundamentalismo adaptado","2005-2006"
"142","PSDB",0.0941689134888513,"Liberal / Fundamentalismo adaptado","2005-2006"
"143","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"144","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"145","PT",0.139596852496048,"Liberal / Fundamentalismo adaptado","2005-2006"
"146","PT",0.20432588782585,"Liberal / Fundamentalismo adaptado","2005-2006"
"147","PT",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"148","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"149","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"150","PSDB",0.130532670138293,"Liberal / Fundamentalismo adaptado","2005-2006"
"151","PT",0.206702735074679,"Liberal / Fundamentalismo adaptado","2005-2006"
"152","PT",0.472299619698145,"Liberal / Fundamentalismo adaptado","2005-2006"
"153","PSDB",0.420654976819417,"Liberal / Fundamentalismo adaptado","2005-2006"
"154","PT",0.535747925198583,"Liberal / Fundamentalismo adaptado","2005-2006"
"155","PFL",0.157071212765658,"Liberal / Fundamentalismo adaptado","2005-2006"
"156","PMDB",0.420654976819417,"Liberal / Fundamentalismo adaptado","2005-2006"
"157","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"158","PMDB",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"159","PSDB",0.223721265855966,"Liberal / Fundamentalismo adaptado","2005-2006"
"160","PSDB",0.129260304220411,"Liberal / Fundamentalismo adaptado","2005-2006"
"161","PMDB",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"162","PT",0.297871772385055,"Liberal / Fundamentalismo adaptado","2005-2006"
"163","PT",0.352947583251917,"Liberal / Fundamentalismo adaptado","2005-2006"
"164","PMDB",0.290190965475656,"Liberal / Fundamentalismo adaptado","2005-2006"
"165","PT",0.014556296914962,"Liberal / Fundamentalismo adaptado","2005-2006"
"166","PT",0.489454382834181,"Liberal / Fundamentalismo adaptado","2005-2006"
"167","PSDB",0.388038973983477,"Liberal / Fundamentalismo adaptado","2005-2006"
"168","PSDB",0.362557771833304,"Liberal / Fundamentalismo adaptado","2005-2006"
"169","PSDB",0.293578012347922,"Liberal / Fundamentalismo adaptado","2005-2006"
"170","PSDB",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"171","PMDB",0.353729447711404,"Liberal / Fundamentalismo adaptado","2005-2006"
"172","PSDB",0.214938997353507,"Liberal / Fundamentalismo adaptado","2005-2006"
"173","PMDB",0.079535593867875,"Liberal / Fundamentalismo adaptado","2005-2006"
"174","PSDB",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"175","PMDB",0.295632242725291,"Liberal / Fundamentalismo adaptado","2005-2006"
"176","PSDB",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"177","PMDB",0.328248245561231,"Liberal / Fundamentalismo adaptado","2005-2006"
"178","PT",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"179","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"180","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"181","PT",0.0552346463967026,"Liberal / Fundamentalismo adaptado","2005-2006"
"182","PT",0.237535037739177,"Liberal / Fundamentalismo adaptado","2005-2006"
"183","PT",0.393480251233111,"Liberal / Fundamentalismo adaptado","2005-2006"
"184","PT",0.520376862233988,"Liberal / Fundamentalismo adaptado","2005-2006"
"185","PT",0.100757707950987,"Liberal / Fundamentalismo adaptado","2005-2006"
"186","PT",0.278897551873191,"Liberal / Fundamentalismo adaptado","2005-2006"
"187","PT",0.168537456766836,"Liberal / Fundamentalismo adaptado","2005-2006"
"188","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"189","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"190","PSDB",0.131590010615485,"Liberal / Fundamentalismo adaptado","2005-2006"
"191","PMDB",0.359626554449361,"Liberal / Fundamentalismo adaptado","2005-2006"
"192","PMDB",0.180358940875507,"Liberal / Fundamentalismo adaptado","2005-2006"
"193","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"194","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"195","PT",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"196","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"197","PDT",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"198","PT",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"199","PT",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"200","PMDB",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"201","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"202","PT",0.0110067180590377,"Liberal / Fundamentalismo adaptado","2005-2006"
"203","PT",0.504735269063467,"Liberal / Fundamentalismo adaptado","2005-2006"
"204","PTB",0.278116772648019,"Liberal / Fundamentalismo adaptado","2005-2006"
"205","PT",0.439683616862204,"Liberal / Fundamentalismo adaptado","2005-2006"
"206","PSDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"207","PT",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"208","PSDB",0.250930663412344,"Liberal / Fundamentalismo adaptado","2005-2006"
"209","PSDB",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"210","PT",0.125547222376982,"Liberal / Fundamentalismo adaptado","2005-2006"
"211","PT",0.203135334731795,"Liberal / Fundamentalismo adaptado","2005-2006"
"212","PT",0.504735269063467,"Liberal / Fundamentalismo adaptado","2005-2006"
"213","PT",0.470425742791394,"Liberal / Fundamentalismo adaptado","2005-2006"
"214","PT",0.268277163668367,"Liberal / Fundamentalismo adaptado","2005-2006"
"215","PT",0.451577456219224,"Liberal / Fundamentalismo adaptado","2005-2006"
"216","PT",0.289089503882596,"Liberal / Fundamentalismo adaptado","2005-2006"
"217","PFL",0.211783305383077,"Liberal / Fundamentalismo adaptado","2005-2006"
"218","PSDB",0.0736815230114716,"Liberal / Fundamentalismo adaptado","2005-2006"
"219","PT",0.289089503882596,"Liberal / Fundamentalismo adaptado","2005-2006"
"220","PT",0.223857498210715,"Liberal / Fundamentalismo adaptado","2005-2006"
"221","PMDB",0.0622792703471607,"Liberal / Fundamentalismo adaptado","2005-2006"
"222","PT",0.0743648468241674,"Liberal / Fundamentalismo adaptado","2005-2006"
"223","PMDB",0.266583640232234,"Liberal / Fundamentalismo adaptado","2005-2006"
"224","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"225","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"226","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"227","PMDB",0.245843655266355,"Liberal / Fundamentalismo adaptado","2005-2006"
"228","PT",0.222027742419833,"Liberal / Fundamentalismo adaptado","2005-2006"
"229","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"230","PSDB",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"231","PTB",0.340652333937497,"Liberal / Fundamentalismo adaptado","2005-2006"
"232","PT",0.256473501046656,"Liberal / Fundamentalismo adaptado","2005-2006"
"233","PT",0.127019689326332,"Liberal / Fundamentalismo adaptado","2005-2006"
"234","PT",0.304550743582499,"Liberal / Fundamentalismo adaptado","2005-2006"
"235","PT",0.304550743582499,"Liberal / Fundamentalismo adaptado","2005-2006"
"236","PT",0.158625492538835,"Liberal / Fundamentalismo adaptado","2005-2006"
"237","PT",0.0160759047180675,"Liberal / Fundamentalismo adaptado","2005-2006"
"238","PT",0.273628264182692,"Liberal / Fundamentalismo adaptado","2005-2006"
"239","PT",0.0160759047180675,"Liberal / Fundamentalismo adaptado","2005-2006"
"240","PSDB",0.443251017205088,"Liberal / Fundamentalismo adaptado","2005-2006"
"241","PT",0.187403564825965,"Liberal / Fundamentalismo adaptado","2005-2006"
"242","PT",0.381586411876091,"Liberal / Fundamentalismo adaptado","2005-2006"
"243","PSDB",0.154776178340656,"Liberal / Fundamentalismo adaptado","2005-2006"
"244","PSDB",0.182322994517566,"Liberal / Fundamentalismo adaptado","2005-2006"
"245","PT",0.115025374818949,"Liberal / Fundamentalismo adaptado","2005-2006"
"246","PSDB",0.0153495450238179,"Liberal / Fundamentalismo adaptado","2005-2006"
"247","PT",0.29375836581854,"Liberal / Fundamentalismo adaptado","2005-2006"
"248","PSDB",0.345949014920899,"Liberal / Fundamentalismo adaptado","2005-2006"
"249","PFL",0.304550743582499,"Liberal / Fundamentalismo adaptado","2005-2006"
"250","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"251","PMDB",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"252","PDT",0.0813192940393167,"Liberal / Fundamentalismo adaptado","2005-2006"
"253","PFL",0.229438019123305,"Liberal / Fundamentalismo adaptado","2005-2006"
"254","PT",0.307981911570634,"Liberal / Fundamentalismo adaptado","2005-2006"
"255","PT",0.1704721910421,"Liberal / Fundamentalismo adaptado","2005-2006"
"256","PMDB",0.0641173900495251,"Liberal / Fundamentalismo adaptado","2005-2006"
"257","PMDB",0.15007264443464,"Liberal / Fundamentalismo adaptado","2005-2006"
"258","PT",0.224321691610521,"Liberal / Fundamentalismo adaptado","2005-2006"
"259","PSDB",0.0626042200840099,"Liberal / Fundamentalismo adaptado","2005-2006"
"260","PTB",0.504735269063467,"Liberal / Fundamentalismo adaptado","2005-2006"
"261","PSDB",0.518502985327238,"Liberal / Fundamentalismo adaptado","2005-2006"
"262","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"263","PFL",0.370884210847441,"Liberal / Fundamentalismo adaptado","2005-2006"
"264","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"265","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"266","PT",0.353729447711404,"Liberal / Fundamentalismo adaptado","2005-2006"
"267","PT",0.257665139375025,"Liberal / Fundamentalismo adaptado","2005-2006"
"268","PSDB",0.264709763325483,"Liberal / Fundamentalismo adaptado","2005-2006"
"269","PMDB",0.16516823138153,"Liberal / Fundamentalismo adaptado","2005-2006"
"270","PT",0.264709763325483,"Liberal / Fundamentalismo adaptado","2005-2006"
"271","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"272","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"273","PT",0.169737467436368,"Liberal / Fundamentalismo adaptado","2005-2006"
"274","PMDB",0.174539541989175,"Liberal / Fundamentalismo adaptado","2005-2006"
"275","PT",0.520376862233988,"Liberal / Fundamentalismo adaptado","2005-2006"
"276","PSDB",0.000614665018163818,"Liberal / Fundamentalismo adaptado","2005-2006"
"277","PMDB",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"278","PMDB",0.162465349161537,"Liberal / Fundamentalismo adaptado","2005-2006"
"279","PT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"280","PT",0.0589036071242638,"Liberal / Fundamentalismo adaptado","2005-2006"
"281","PFL",0.164206013451425,"Liberal / Fundamentalismo adaptado","2005-2006"
"282","PT",0.10680049618949,"Liberal / Fundamentalismo adaptado","2005-2006"
"283","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"284","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"285","PT",0.0607774840310144,"Liberal / Fundamentalismo adaptado","2005-2006"
"286","PT",0.0916097866955128,"Liberal / Fundamentalismo adaptado","2005-2006"
"287","PT",0.360864248397171,"Liberal / Fundamentalismo adaptado","2005-2006"
"288","PT",0.231811846634248,"Liberal / Fundamentalismo adaptado","2005-2006"
"289","PSDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"290","PSDB",0.173816202032812,"Liberal / Fundamentalismo adaptado","2005-2006"
"291","PMDB",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"292","PDT",0.137903329059915,"Liberal / Fundamentalismo adaptado","2005-2006"
"293","PT",0.170248801689929,"Liberal / Fundamentalismo adaptado","2005-2006"
"294","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"295","PT",0.0813192940393167,"Liberal / Fundamentalismo adaptado","2005-2006"
"296","PTB",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"297","PSDB",0.343348778319899,"Liberal / Fundamentalismo adaptado","2005-2006"
"298","PT",0.0762387237309181,"Liberal / Fundamentalismo adaptado","2005-2006"
"299","PT",0.173816202032812,"Liberal / Fundamentalismo adaptado","2005-2006"
"300","PSDB",0.142983899368314,"Liberal / Fundamentalismo adaptado","2005-2006"
"301","PT",0.345312831961958,"Liberal / Fundamentalismo adaptado","2005-2006"
"302","PFL",0.328248245561231,"Liberal / Fundamentalismo adaptado","2005-2006"
"303","PT",0.0203780286666828,"Liberal / Fundamentalismo adaptado","2005-2006"
"304","PT",0.219787127525754,"Liberal / Fundamentalismo adaptado","2005-2006"
"305","PMDB",0.253406051307964,"Liberal / Fundamentalismo adaptado","2005-2006"
"306","PT",0.30441451122775,"Liberal / Fundamentalismo adaptado","2005-2006"
"307","PSDB",0.291102624452302,"Liberal / Fundamentalismo adaptado","2005-2006"
"308","PT",0.468732219355261,"Liberal / Fundamentalismo adaptado","2005-2006"
"309","PT",0.482955765107355,"Liberal / Fundamentalismo adaptado","2005-2006"
"310","PT",0.111558449626428,"Liberal / Fundamentalismo adaptado","2005-2006"
"311","PT",0.383870062651724,"Liberal / Fundamentalismo adaptado","2005-2006"
"312","PSDB",0.111558449626428,"Liberal / Fundamentalismo adaptado","2005-2006"
"313","PMDB",0.200523714481426,"Liberal / Fundamentalismo adaptado","2005-2006"
"314","PT",0.11942069524076,"Liberal / Fundamentalismo adaptado","2005-2006"
"315","PT",0.199567934388912,"Liberal / Fundamentalismo adaptado","2005-2006"
"316","PT",0.275600681736234,"Liberal / Fundamentalismo adaptado","2005-2006"
"317","PTB",0.24924852362558,"Liberal / Fundamentalismo adaptado","2005-2006"
"318","PT",0.355422971147537,"Liberal / Fundamentalismo adaptado","2005-2006"
"319","PT",0.18589039486045,"Liberal / Fundamentalismo adaptado","2005-2006"
"320","PT",0.21850639769639,"Liberal / Fundamentalismo adaptado","2005-2006"
"321","PT",0.170519331895855,"Liberal / Fundamentalismo adaptado","2005-2006"
"322","PSDB",0.458622080169683,"Liberal / Fundamentalismo adaptado","2005-2006"
"323","PT",0.391696551061669,"Liberal / Fundamentalismo adaptado","2005-2006"
"324","PT",0.218326044225772,"Liberal / Fundamentalismo adaptado","2005-2006"
"325","PT",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"326","PMDB",0.47381278966366,"Liberal / Fundamentalismo adaptado","2005-2006"
"327","PMDB",0.485886982491298,"Liberal / Fundamentalismo adaptado","2005-2006"
"328","PSDB",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"329","PT",0.373213917242514,"Liberal / Fundamentalismo adaptado","2005-2006"
"330","PT",0.341835608354384,"Liberal / Fundamentalismo adaptado","2005-2006"
"331","PT",0.2028534208765,"Liberal / Fundamentalismo adaptado","2005-2006"
"332","PT",0.420654976819417,"Liberal / Fundamentalismo adaptado","2005-2006"
"333","PT",0.0355257022791061,"Liberal / Fundamentalismo adaptado","2005-2006"
"334","PMDB",0.0279226032213324,"Liberal / Fundamentalismo adaptado","2005-2006"
"335","PMDB",0.218549433577944,"Liberal / Fundamentalismo adaptado","2005-2006"
"336","PSDB",0.417958532437015,"Liberal / Fundamentalismo adaptado","2005-2006"
"337","PDT",0.451577456219224,"Liberal / Fundamentalismo adaptado","2005-2006"
"338","PT",0.328158068825922,"Liberal / Fundamentalismo adaptado","2005-2006"
"339","PT",0.131224357862471,"Liberal / Fundamentalismo adaptado","2005-2006"
"340","PMDB",0.182322994517566,"Liberal / Fundamentalismo adaptado","2005-2006"
"341","PMDB",0.0182807624077607,"Liberal / Fundamentalismo adaptado","2005-2006"
