"","partido","microGap","Dimensão","Período"
"342","PT",0.267539420324748,"Liberal / Fundamentalismo adaptado","2005-2006"
"343","PT",0.343348778319899,"Liberal / Fundamentalismo adaptado","2005-2006"
"344","PT",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"345","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"346","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"347","PMDB",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"348","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"349","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"350","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"351","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"352","PSDB",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"353","PSDB",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"354","PT",0.0235744236532768,"Liberal / Fundamentalismo adaptado","2005-2006"
"355","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"356","PT",0.0878620328820116,"Liberal / Fundamentalismo adaptado","2005-2006"
"357","PSDB",0.0817607201403842,"Liberal / Fundamentalismo adaptado","2005-2006"
"358","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"359","PT",0.408851314197706,"Liberal / Fundamentalismo adaptado","2005-2006"
"360","PSDB",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"361","PT",0.17023741804056,"Liberal / Fundamentalismo adaptado","2005-2006"
"362","PT",0.0895441726687756,"Liberal / Fundamentalismo adaptado","2005-2006"
"363","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"364","PMDB",0.380302662308841,"Liberal / Fundamentalismo adaptado","2005-2006"
"365","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"366","PT",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"367","PT",0.326194015183862,"Liberal / Fundamentalismo adaptado","2005-2006"
"368","PT",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"369","PT",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"370","PT",0.358810018019803,"Liberal / Fundamentalismo adaptado","2005-2006"
"371","PMDB",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"372","PMDB",0.307345728611693,"Liberal / Fundamentalismo adaptado","2005-2006"
"373","PT",0.137903329059915,"Liberal / Fundamentalismo adaptado","2005-2006"
"374","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"375","PMDB",0.158625492538835,"Liberal / Fundamentalismo adaptado","2005-2006"
"376","PSDB",0.374451611190324,"Liberal / Fundamentalismo adaptado","2005-2006"
"377","PT",0.335383046246998,"Liberal / Fundamentalismo adaptado","2005-2006"
"378","PT",0.443160840469779,"Liberal / Fundamentalismo adaptado","2005-2006"
"379","PT",0.103305451094956,"Liberal / Fundamentalismo adaptado","2005-2006"
"380","PT",0.28186452646152,"Liberal / Fundamentalismo adaptado","2005-2006"
"381","PMDB",0.211191243540005,"Liberal / Fundamentalismo adaptado","2005-2006"
"382","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"383","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"384","PMDB",0.199477757653603,"Liberal / Fundamentalismo adaptado","2005-2006"
"385","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"386","PT",0.211191243540005,"Liberal / Fundamentalismo adaptado","2005-2006"
"387","PT",0.0587662895351998,"Liberal / Fundamentalismo adaptado","2005-2006"
"388","PDT",0.0681847409966,"Liberal / Fundamentalismo adaptado","2005-2006"
"389","PMDB",0.247555000189447,"Liberal / Fundamentalismo adaptado","2005-2006"
"390","PSDB",0.241512211950943,"Liberal / Fundamentalismo adaptado","2005-2006"
"391","PT",0.110913902756005,"Liberal / Fundamentalismo adaptado","2005-2006"
"392","PSDB",0.112831900778624,"Liberal / Fundamentalismo adaptado","2005-2006"
"393","PMDB",0.252906100703772,"Liberal / Fundamentalismo adaptado","2005-2006"
"394","PSDB",0.094349266959469,"Liberal / Fundamentalismo adaptado","2005-2006"
"395","PMDB",0.313742785953841,"Liberal / Fundamentalismo adaptado","2005-2006"
"396","PMDB",0.125006568756625,"Liberal / Fundamentalismo adaptado","2005-2006"
"397","PT",0.214938997353507,"Liberal / Fundamentalismo adaptado","2005-2006"
"398","PT",0.0747304995771815,"Liberal / Fundamentalismo adaptado","2005-2006"
"399","PT",0.0747304995771815,"Liberal / Fundamentalismo adaptado","2005-2006"
"400","PMDB",0.204828858167928,"Liberal / Fundamentalismo adaptado","2005-2006"
"401","PFL",0.30565220517556,"Liberal / Fundamentalismo adaptado","2005-2006"
"402","PFL",0.23694189066179,"Liberal / Fundamentalismo adaptado","2005-2006"
"403","PFL",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"404","PT",0.0549987881608474,"Liberal / Fundamentalismo adaptado","2005-2006"
"405","PSDB",0.0418390207235361,"Liberal / Fundamentalismo adaptado","2005-2006"
"406","PSDB",0.127019689326332,"Liberal / Fundamentalismo adaptado","2005-2006"
"407","PSDB",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"408","PT",0.303411590281481,"Liberal / Fundamentalismo adaptado","2005-2006"
"409","PSDB",0.289089503882596,"Liberal / Fundamentalismo adaptado","2005-2006"
"410","PT",0.142480929026235,"Liberal / Fundamentalismo adaptado","2005-2006"
"411","PSDB",0.403500213683381,"Liberal / Fundamentalismo adaptado","2005-2006"
"412","PSDB",0.518502985327238,"Liberal / Fundamentalismo adaptado","2005-2006"
"413","PT",0.161599745804332,"Liberal / Fundamentalismo adaptado","2005-2006"
"414","PT",0.290190965475656,"Liberal / Fundamentalismo adaptado","2005-2006"
"415","PMDB",0.0236748988036398,"Liberal / Fundamentalismo adaptado","2005-2006"
"416","PT",0.260962009511982,"Liberal / Fundamentalismo adaptado","2005-2006"
"417","PT",0.266313110026307,"Liberal / Fundamentalismo adaptado","2005-2006"
"418","PFL",0.295632242725291,"Liberal / Fundamentalismo adaptado","2005-2006"
"419","PFL",0.0322288321421492,"Liberal / Fundamentalismo adaptado","2005-2006"
"420","PMDB",0.268096810197749,"Liberal / Fundamentalismo adaptado","2005-2006"
"421","PMDB",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"422","PT",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"423","PSDB",0.340652333937497,"Liberal / Fundamentalismo adaptado","2005-2006"
"424","PDT",0.171029580915101,"Liberal / Fundamentalismo adaptado","2005-2006"
"425","PSDB",0.13154286976173,"Liberal / Fundamentalismo adaptado","2005-2006"
"426","PSDB",0.381406058405473,"Liberal / Fundamentalismo adaptado","2005-2006"
"427","PT",0.0600039834830098,"Liberal / Fundamentalismo adaptado","2005-2006"
"428","PSDB",0.0622792703471607,"Liberal / Fundamentalismo adaptado","2005-2006"
"429","PT",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"430","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"431","PT",0.328523721578936,"Liberal / Fundamentalismo adaptado","2005-2006"
"432","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"433","PMDB",0.242113722939813,"Liberal / Fundamentalismo adaptado","2005-2006"
"434","PMDB",0.227244545082981,"Liberal / Fundamentalismo adaptado","2005-2006"
"435","PMDB",0.208215905040194,"Liberal / Fundamentalismo adaptado","2005-2006"
"436","PT",0.417633582700165,"Liberal / Fundamentalismo adaptado","2005-2006"
"437","PT",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"438","PMDB",0.307435905347002,"Liberal / Fundamentalismo adaptado","2005-2006"
"439","PMDB",0.427879954240493,"Liberal / Fundamentalismo adaptado","2005-2006"
"440","PFL",0.389912850890228,"Liberal / Fundamentalismo adaptado","2005-2006"
"441","PDT",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"442","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"443","PT",0.311549311913517,"Liberal / Fundamentalismo adaptado","2005-2006"
"444","PT",0.0701487946386596,"Liberal / Fundamentalismo adaptado","2005-2006"
"445","PT",0.229438019123305,"Liberal / Fundamentalismo adaptado","2005-2006"
"446","PT",0.297325766161423,"Liberal / Fundamentalismo adaptado","2005-2006"
"447","PMDB",0.20409111482431,"Liberal / Fundamentalismo adaptado","2005-2006"
"448","PT",0.185698657740463,"Liberal / Fundamentalismo adaptado","2005-2006"
"449","PSDB",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"450","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"451","PMDB",0.306744217622824,"Liberal / Fundamentalismo adaptado","2005-2006"
"452","PSDB",0.171029580915101,"Liberal / Fundamentalismo adaptado","2005-2006"
"453","PT",0.213155297182065,"Liberal / Fundamentalismo adaptado","2005-2006"
"454","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"455","PMDB",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"456","PT",0.170248801689929,"Liberal / Fundamentalismo adaptado","2005-2006"
"457","PSDB",0.0182693787583918,"Liberal / Fundamentalismo adaptado","2005-2006"
"458","PSDB",0.293566628698553,"Liberal / Fundamentalismo adaptado","2005-2006"
"459","PT",0.128568616496233,"Liberal / Fundamentalismo adaptado","2005-2006"
"460","PT",0.185698657740463,"Liberal / Fundamentalismo adaptado","2005-2006"
"461","PT",0.0110067180590377,"Liberal / Fundamentalismo adaptado","2005-2006"
"462","PT",0.340051908182942,"Liberal / Fundamentalismo adaptado","2005-2006"
"463","PSDB",0.16516823138153,"Liberal / Fundamentalismo adaptado","2005-2006"
"464","PMDB",0.358810018019803,"Liberal / Fundamentalismo adaptado","2005-2006"
"465","PT",0.257665139375025,"Liberal / Fundamentalismo adaptado","2005-2006"
"466","PT",0.208350202891371,"Liberal / Fundamentalismo adaptado","2005-2006"
"467","PT",0.220790048472023,"Liberal / Fundamentalismo adaptado","2005-2006"
"468","PT",0.27810538899865,"Liberal / Fundamentalismo adaptado","2005-2006"
"469","PT",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"470","PT",0.274729725775753,"Liberal / Fundamentalismo adaptado","2005-2006"
"471","PT",0.216260430199035,"Liberal / Fundamentalismo adaptado","2005-2006"
"472","PT",0.535657748463274,"Liberal / Fundamentalismo adaptado","2005-2006"
"473","PMDB",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"474","PSDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"475","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"476","PMDB",0.0199157613407697,"Liberal / Fundamentalismo adaptado","2005-2006"
"477","PT",0.00445452164086596,"Liberal / Fundamentalismo adaptado","2005-2006"
"478","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"479","PMDB",0.125006568756625,"Liberal / Fundamentalismo adaptado","2005-2006"
"480","PT",0.443251017205088,"Liberal / Fundamentalismo adaptado","2005-2006"
"481","PDT",0.350663932476284,"Liberal / Fundamentalismo adaptado","2005-2006"
"482","PMDB",0.451577456219224,"Liberal / Fundamentalismo adaptado","2005-2006"
"483","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"484","PT",0.518593162062547,"Liberal / Fundamentalismo adaptado","2005-2006"
"485","PMDB",0.412418714540589,"Liberal / Fundamentalismo adaptado","2005-2006"
"486","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"487","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"488","PFL",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"489","PSDB",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"490","PFL",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"491","PT",0.0870801684225247,"Liberal / Fundamentalismo adaptado","2005-2006"
"492","PFL",0.216722697524948,"Liberal / Fundamentalismo adaptado","2005-2006"
"493","PT",0.407067614026264,"Liberal / Fundamentalismo adaptado","2005-2006"
"494","PSDB",0.0817607201403842,"Liberal / Fundamentalismo adaptado","2005-2006"
"495","PSDB",0.0110067180590377,"Liberal / Fundamentalismo adaptado","2005-2006"
"496","PT",0.233877460660985,"Liberal / Fundamentalismo adaptado","2005-2006"
"497","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"498","PMDB",0.187583918296583,"Liberal / Fundamentalismo adaptado","2005-2006"
"499","PT",0.0789782039948743,"Liberal / Fundamentalismo adaptado","2005-2006"
"500","PT",0.280171003025387,"Liberal / Fundamentalismo adaptado","2005-2006"
"501","PMDB",0.186390345464641,"Liberal / Fundamentalismo adaptado","2005-2006"
"502","PDT",0.220019567661905,"Liberal / Fundamentalismo adaptado","2005-2006"
"503","PMDB",0.48954455956949,"Liberal / Fundamentalismo adaptado","2005-2006"
"504","PT",0.0929312195410414,"Liberal / Fundamentalismo adaptado","2005-2006"
"505","PT",0.410364484163221,"Liberal / Fundamentalismo adaptado","2005-2006"
"506","PT",0.239457981573575,"Liberal / Fundamentalismo adaptado","2005-2006"
"507","PSDB",0.451577456219224,"Liberal / Fundamentalismo adaptado","2005-2006"
"508","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"509","PT",0.0713864885864695,"Liberal / Fundamentalismo adaptado","2005-2006"
"510","PT",0.382086362480283,"Liberal / Fundamentalismo adaptado","2005-2006"
"511","PMDB",0.165989713622867,"Liberal / Fundamentalismo adaptado","2005-2006"
"512","PT",0.0355257022791061,"Liberal / Fundamentalismo adaptado","2005-2006"
"513","PT",0.443251017205088,"Liberal / Fundamentalismo adaptado","2005-2006"
"514","PT",0.170248801689929,"Liberal / Fundamentalismo adaptado","2005-2006"
"515","PSDB",0.341835608354384,"Liberal / Fundamentalismo adaptado","2005-2006"
"516","PMDB",0.166681401347045,"Liberal / Fundamentalismo adaptado","2005-2006"
"517","PT",0.260962009511982,"Liberal / Fundamentalismo adaptado","2005-2006"
"518","PT",0.258167024482788,"Liberal / Fundamentalismo adaptado","2005-2006"
"519","PSDB",0.054964116190776,"Liberal / Fundamentalismo adaptado","2005-2006"
"520","PSDB",0.312787005861327,"Liberal / Fundamentalismo adaptado","2005-2006"
"521","PSDB",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"522","PT",0.0200961148113873,"Liberal / Fundamentalismo adaptado","2005-2006"
"523","PDT",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"524","PSDB",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"525","PT",0.220019567661905,"Liberal / Fundamentalismo adaptado","2005-2006"
"526","PMDB",0.151400515117759,"Liberal / Fundamentalismo adaptado","2005-2006"
"527","PMDB",0.191741445978967,"Liberal / Fundamentalismo adaptado","2005-2006"
"528","PT",0.427789777505184,"Liberal / Fundamentalismo adaptado","2005-2006"
"529","PSDB",0.144767599539755,"Liberal / Fundamentalismo adaptado","2005-2006"
"530","PSDB",0.306744217622824,"Liberal / Fundamentalismo adaptado","2005-2006"
"531","PMDB",0.551209164898487,"Liberal / Fundamentalismo adaptado","2005-2006"
"532","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"533","PMDB",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"534","PT",0.274729725775753,"Liberal / Fundamentalismo adaptado","2005-2006"
"535","PMDB",0.366215348911496,"Liberal / Fundamentalismo adaptado","2005-2006"
"536","PFL",0.214201254009888,"Liberal / Fundamentalismo adaptado","2005-2006"
"537","PMDB",0.2028534208765,"Liberal / Fundamentalismo adaptado","2005-2006"
"538","PT",0.437899916690763,"Liberal / Fundamentalismo adaptado","2005-2006"
"539","PSDB",0.25670292144492,"Liberal / Fundamentalismo adaptado","2005-2006"
"540","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"541","PT",0.520286685498679,"Liberal / Fundamentalismo adaptado","2005-2006"
"542","PSDB",0.118874689017128,"Liberal / Fundamentalismo adaptado","2005-2006"
"543","PDT",0.335292869511689,"Liberal / Fundamentalismo adaptado","2005-2006"
"544","PSDB",0.437899916690763,"Liberal / Fundamentalismo adaptado","2005-2006"
"545","PT",0.30193912333213,"Liberal / Fundamentalismo adaptado","2005-2006"
"546","PT",0.289089503882596,"Liberal / Fundamentalismo adaptado","2005-2006"
"547","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"548","PT",0.304460566847191,"Liberal / Fundamentalismo adaptado","2005-2006"
"549","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"550","PT",0.304460566847191,"Liberal / Fundamentalismo adaptado","2005-2006"
"551","PT",0.113432326533179,"Liberal / Fundamentalismo adaptado","2005-2006"
"552","PT",0.0569281698328354,"Liberal / Fundamentalismo adaptado","2005-2006"
"553","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"554","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"555","PTB",0.310000384743616,"Liberal / Fundamentalismo adaptado","2005-2006"
"556","PTB",0.0761485469956092,"Liberal / Fundamentalismo adaptado","2005-2006"
"557","PTB",0.218416220961081,"Liberal / Fundamentalismo adaptado","2005-2006"
"558","PDT",0.225870618780422,"Liberal / Fundamentalismo adaptado","2005-2006"
"559","PT",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"560","PT",0.261688369206232,"Liberal / Fundamentalismo adaptado","2005-2006"
"561","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"562","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"563","PSDB",0.389912850890228,"Liberal / Fundamentalismo adaptado","2005-2006"
"564","PT",0.108854726566858,"Liberal / Fundamentalismo adaptado","2005-2006"
"565","PSDB",0.199477757653603,"Liberal / Fundamentalismo adaptado","2005-2006"
"566","PMDB",0.0929312195410414,"Liberal / Fundamentalismo adaptado","2005-2006"
"567","PSDB",0.0918278234444088,"Liberal / Fundamentalismo adaptado","2005-2006"
"568","PT",0.322806968311597,"Liberal / Fundamentalismo adaptado","2005-2006"
"569","PFL",0.245814335899559,"Liberal / Fundamentalismo adaptado","2005-2006"
"570","PSDB",0.12376352220554,"Liberal / Fundamentalismo adaptado","2005-2006"
"571","PFL",0.026095867168337,"Liberal / Fundamentalismo adaptado","2005-2006"
"572","PTB",0.504915622534085,"Liberal / Fundamentalismo adaptado","2005-2006"
"573","PT",0.318138106375652,"Liberal / Fundamentalismo adaptado","2005-2006"
"574","PFL",0.0263777810236325,"Liberal / Fundamentalismo adaptado","2005-2006"
"575","PMDB",0.21850639769639,"Liberal / Fundamentalismo adaptado","2005-2006"
"576","PMDB",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"577","PT",0.214938997353507,"Liberal / Fundamentalismo adaptado","2005-2006"
"578","PSDB",0.412148184334663,"Liberal / Fundamentalismo adaptado","2005-2006"
"579","PT",0.066581394295776,"Liberal / Fundamentalismo adaptado","2005-2006"
"580","PT",0.566580227863082,"Liberal / Fundamentalismo adaptado","2005-2006"
"581","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"582","PMDB",0.393480251233111,"Liberal / Fundamentalismo adaptado","2005-2006"
"583","PSDB",0.403500213683381,"Liberal / Fundamentalismo adaptado","2005-2006"
"584","PSDB",0.16776203014494,"Liberal / Fundamentalismo adaptado","2005-2006"
"585","PT",0.0866129552848328,"Liberal / Fundamentalismo adaptado","2005-2006"
"586","PDT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"587","PSDB",0.17023741804056,"Liberal / Fundamentalismo adaptado","2005-2006"
"588","PSDB",0.089826086524071,"Liberal / Fundamentalismo adaptado","2005-2006"
"589","PSDB",0.184106694689008,"Liberal / Fundamentalismo adaptado","2005-2006"
"590","PT",0.474083319869586,"Liberal / Fundamentalismo adaptado","2005-2006"
"591","PSDB",0.277149608906135,"Liberal / Fundamentalismo adaptado","2005-2006"
"592","PSDB",0.238725590833232,"Liberal / Fundamentalismo adaptado","2005-2006"
"593","PT",0.154776178340656,"Liberal / Fundamentalismo adaptado","2005-2006"
"594","PSDB",0.17023741804056,"Liberal / Fundamentalismo adaptado","2005-2006"
"595","PSDB",0.327977715355304,"Liberal / Fundamentalismo adaptado","2005-2006"
"596","PSDB",0.185698657740463,"Liberal / Fundamentalismo adaptado","2005-2006"
"597","PFL",0.420745153554726,"Liberal / Fundamentalismo adaptado","2005-2006"
"598","PMDB",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"599","PSDB",0.343619308525826,"Liberal / Fundamentalismo adaptado","2005-2006"
"600","PT",0.418961453383284,"Liberal / Fundamentalismo adaptado","2005-2006"
"601","PT",0.264709763325483,"Liberal / Fundamentalismo adaptado","2005-2006"
"602","PT",0.436116216519321,"Liberal / Fundamentalismo adaptado","2005-2006"
"603","PT",0.328158068825922,"Liberal / Fundamentalismo adaptado","2005-2006"
"604","PMDB",0.420654976819417,"Liberal / Fundamentalismo adaptado","2005-2006"
"605","PT",0.180268764140198,"Liberal / Fundamentalismo adaptado","2005-2006"
"606","PSDB",0.089826086524071,"Liberal / Fundamentalismo adaptado","2005-2006"
"607","PDT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"608","PDT",0.348790055569533,"Liberal / Fundamentalismo adaptado","2005-2006"
"609","PDT",0.17147511198837,"Liberal / Fundamentalismo adaptado","2005-2006"
"610","PT",0.0160872883674363,"Liberal / Fundamentalismo adaptado","2005-2006"
"611","PT",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"612","PT",0.339048987236672,"Liberal / Fundamentalismo adaptado","2005-2006"
"613","PT",0.288497442039524,"Liberal / Fundamentalismo adaptado","2005-2006"
"614","PMDB",0.0641645309032802,"Liberal / Fundamentalismo adaptado","2005-2006"
"615","PSDB",0.451577456219224,"Liberal / Fundamentalismo adaptado","2005-2006"
"616","PT",0.177872169330518,"Liberal / Fundamentalismo adaptado","2005-2006"
"617","PT",0.216530960404962,"Liberal / Fundamentalismo adaptado","2005-2006"
"618","PT",0.332771425996629,"Liberal / Fundamentalismo adaptado","2005-2006"
"619","PT",0.30193912333213,"Liberal / Fundamentalismo adaptado","2005-2006"
"620","PT",0.253861880796286,"Liberal / Fundamentalismo adaptado","2005-2006"
"621","PT",0.287715577580037,"Liberal / Fundamentalismo adaptado","2005-2006"
"622","PT",0.385563586087857,"Liberal / Fundamentalismo adaptado","2005-2006"
"623","PT",0.354731283423359,"Liberal / Fundamentalismo adaptado","2005-2006"
"624","PT",0.388584980207109,"Liberal / Fundamentalismo adaptado","2005-2006"
"625","PT",0.368408822951821,"Liberal / Fundamentalismo adaptado","2005-2006"
"626","PMDB",0.30193912333213,"Liberal / Fundamentalismo adaptado","2005-2006"
"627","PT",0.137621415204619,"Liberal / Fundamentalismo adaptado","2005-2006"
"628","PMDB",0.374997617413956,"Liberal / Fundamentalismo adaptado","2005-2006"
"629","PMDB",0.166579840962367,"Liberal / Fundamentalismo adaptado","2005-2006"
"630","PMDB",0.280171003025387,"Liberal / Fundamentalismo adaptado","2005-2006"
"631","PMDB",0.436662222742953,"Liberal / Fundamentalismo adaptado","2005-2006"
"632","PFL",0.250930663412344,"Liberal / Fundamentalismo adaptado","2005-2006"
"633","PSDB",0.129849346325597,"Liberal / Fundamentalismo adaptado","2005-2006"
"634","PT",0.072400793182108,"Liberal / Fundamentalismo adaptado","2005-2006"
"635","PT",0.128245999624773,"Liberal / Fundamentalismo adaptado","2005-2006"
"636","PMDB",0.089826086524071,"Liberal / Fundamentalismo adaptado","2005-2006"
"637","PT",0.00468201596523882,"Liberal / Fundamentalismo adaptado","2005-2006"
"638","PT",0.145447903614565,"Liberal / Fundamentalismo adaptado","2005-2006"
"639","PT",0.147641377654889,"Liberal / Fundamentalismo adaptado","2005-2006"
"640","PT",0.489274029363563,"Liberal / Fundamentalismo adaptado","2005-2006"
"641","PFL",0.104267669025061,"Liberal / Fundamentalismo adaptado","2005-2006"
"642","PFL",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"643","PT",0.501348222191201,"Liberal / Fundamentalismo adaptado","2005-2006"
"644","PT",0.0856100343385632,"Liberal / Fundamentalismo adaptado","2005-2006"
"645","PT",0.309729854537689,"Liberal / Fundamentalismo adaptado","2005-2006"
"646","PMDB",0.10680049618949,"Liberal / Fundamentalismo adaptado","2005-2006"
"647","PMDB",0.249338700360889,"Liberal / Fundamentalismo adaptado","2005-2006"
"648","PMDB",0.235480807361809,"Liberal / Fundamentalismo adaptado","2005-2006"
"649","PSDB",0.0612302937814508,"Liberal / Fundamentalismo adaptado","2005-2006"
"650","PT",0.356293927108018,"Liberal / Fundamentalismo adaptado","2005-2006"
"651","PMDB",0.154776178340656,"Liberal / Fundamentalismo adaptado","2005-2006"
"652","PMDB",0.165078054646221,"Liberal / Fundamentalismo adaptado","2005-2006"
"653","PMDB",0.106980849660108,"Liberal / Fundamentalismo adaptado","2005-2006"
"654","PSDB",0.00116903515327793,"Liberal / Fundamentalismo adaptado","2005-2006"
"655","PSDB",0.291974665647098,"Liberal / Fundamentalismo adaptado","2005-2006"
"656","PT",0.266493463496925,"Liberal / Fundamentalismo adaptado","2005-2006"
"657","PT",0.115025374818949,"Liberal / Fundamentalismo adaptado","2005-2006"
"658","PMDB",0.322806968311597,"Liberal / Fundamentalismo adaptado","2005-2006"
"659","PFL",0.485886982491298,"Liberal / Fundamentalismo adaptado","2005-2006"
"660","PMDB",0.257574962639716,"Liberal / Fundamentalismo adaptado","2005-2006"
"661","PT",0.128568616496233,"Liberal / Fundamentalismo adaptado","2005-2006"
"662","PTB",0.0990170436610985,"Liberal / Fundamentalismo adaptado","2005-2006"
"663","PT",0.17023741804056,"Liberal / Fundamentalismo adaptado","2005-2006"
"664","PT",0.420654976819417,"Liberal / Fundamentalismo adaptado","2005-2006"
"665","PT",0.0546875549387559,"Liberal / Fundamentalismo adaptado","2005-2006"
"666","PSDB",0.185698657740463,"Liberal / Fundamentalismo adaptado","2005-2006"
"667","PT",0.27303620233962,"Liberal / Fundamentalismo adaptado","2005-2006"
"668","PT",0.185710041389832,"Liberal / Fundamentalismo adaptado","2005-2006"
"669","PMDB",0.252168357360154,"Liberal / Fundamentalismo adaptado","2005-2006"
"670","PT",0.36594481870557,"Liberal / Fundamentalismo adaptado","2005-2006"
"671","PT",0.551118988163178,"Liberal / Fundamentalismo adaptado","2005-2006"
"672","PT",0.182322994517566,"Liberal / Fundamentalismo adaptado","2005-2006"
"673","PT",0.582041467562985,"Liberal / Fundamentalismo adaptado","2005-2006"
"674","PMDB",0.325191094237593,"Liberal / Fundamentalismo adaptado","2005-2006"
"675","PFL",0.0819995981141259,"Liberal / Fundamentalismo adaptado","2005-2006"
"676","PFL",0.0261974275530148,"Liberal / Fundamentalismo adaptado","2005-2006"
"677","PMDB",0.137813152324606,"Liberal / Fundamentalismo adaptado","2005-2006"
"678","PFL",0.427789777505184,"Liberal / Fundamentalismo adaptado","2005-2006"
"679","PMDB",0.233877460660985,"Liberal / Fundamentalismo adaptado","2005-2006"
"680","PSDB",0.195730003840102,"Liberal / Fundamentalismo adaptado","2005-2006"
"681","PT",0.105786191593851,"Liberal / Fundamentalismo adaptado","2005-2006"
