"","partido","microGap","Dimensão","Período"
"342","PT",0.00594757718312644,"Liberal / Fundamentalismo adaptado","2017-2018"
"343","PT",0.18979500725659,"Liberal / Fundamentalismo adaptado","2017-2018"
"344","PSDB",0.0411678206197242,"Liberal / Fundamentalismo adaptado","2017-2018"
"345","PSDB",0.144105187824413,"Liberal / Fundamentalismo adaptado","2017-2018"
"346","PT",0.538795976537275,"Liberal / Fundamentalismo adaptado","2017-2018"
"347","PT",0.278796333571737,"Liberal / Fundamentalismo adaptado","2017-2018"
"348","PSOL",0.271133493578291,"Liberal / Fundamentalismo adaptado","2017-2018"
"349","PT",0.630373134575864,"Liberal / Fundamentalismo adaptado","2017-2018"
"350","PT",0.271791997591835,"Liberal / Fundamentalismo adaptado","2017-2018"
"351","PT",0.297771547947366,"Liberal / Fundamentalismo adaptado","2017-2018"
"352","PT",0.322503417593519,"Liberal / Fundamentalismo adaptado","2017-2018"
"353","PT",0.489041926697188,"Liberal / Fundamentalismo adaptado","2017-2018"
"354","PT",0.159368047497511,"Liberal / Fundamentalismo adaptado","2017-2018"
"355","PT",0.370373491610326,"Liberal / Fundamentalismo adaptado","2017-2018"
"356","PMDB",0.216985043891981,"Liberal / Fundamentalismo adaptado","2017-2018"
"357","PSOL",0.141835984409136,"Liberal / Fundamentalismo adaptado","2017-2018"
"358","PMDB",0.378632015303521,"Liberal / Fundamentalismo adaptado","2017-2018"
"359","PT",0.202887423101528,"Liberal / Fundamentalismo adaptado","2017-2018"
"360","PT",0.212163549883411,"Liberal / Fundamentalismo adaptado","2017-2018"
"361","PT",0.35633351636026,"Liberal / Fundamentalismo adaptado","2017-2018"
"362","PT",0.380979024562469,"Liberal / Fundamentalismo adaptado","2017-2018"
"363","PT",0.496441839815903,"Liberal / Fundamentalismo adaptado","2017-2018"
"364","PMDB",0.645635994248962,"Liberal / Fundamentalismo adaptado","2017-2018"
"365","PSDB",0.0551038615092659,"Liberal / Fundamentalismo adaptado","2017-2018"
"366","PT",0.195490097369517,"Liberal / Fundamentalismo adaptado","2017-2018"
"367","PT",0.233109101526263,"Liberal / Fundamentalismo adaptado","2017-2018"
"368","PT",0.186459324545785,"Liberal / Fundamentalismo adaptado","2017-2018"
"369","PT",0.109515238070307,"Liberal / Fundamentalismo adaptado","2017-2018"
"370","PSOL",0.443253347677894,"Liberal / Fundamentalismo adaptado","2017-2018"
"371","PT",0.222037947751748,"Liberal / Fundamentalismo adaptado","2017-2018"
"372","PT",0.354364005751038,"Liberal / Fundamentalismo adaptado","2017-2018"
"373","PMDB",0.489041926697188,"Liberal / Fundamentalismo adaptado","2017-2018"
"374","PT",0.262773622911275,"Liberal / Fundamentalismo adaptado","2017-2018"
"375","PT",0.499647459649332,"Liberal / Fundamentalismo adaptado","2017-2018"
"376","PT",0.278036482584373,"Liberal / Fundamentalismo adaptado","2017-2018"
"377","PT",0.373579111443754,"Liberal / Fundamentalismo adaptado","2017-2018"
"378","PT",0.434630550136147,"Liberal / Fundamentalismo adaptado","2017-2018"
"379","PSDB",0.159368047497511,"Liberal / Fundamentalismo adaptado","2017-2018"
"380","PT",0.382201908985502,"Liberal / Fundamentalismo adaptado","2017-2018"
"381","PSDB",0.126760833153802,"Liberal / Fundamentalismo adaptado","2017-2018"
"382","PT",0.262773622911275,"Liberal / Fundamentalismo adaptado","2017-2018"
"383","PT",0.3974647686586,"Liberal / Fundamentalismo adaptado","2017-2018"
"384","PT",0.47377906702409,"Liberal / Fundamentalismo adaptado","2017-2018"
"385","PT",0.157866745097365,"Liberal / Fundamentalismo adaptado","2017-2018"
"386","PT",0.497300450390384,"Liberal / Fundamentalismo adaptado","2017-2018"
"387","PT",0.645635994248962,"Liberal / Fundamentalismo adaptado","2017-2018"
"388","PSDB",0.489041926697188,"Liberal / Fundamentalismo adaptado","2017-2018"
"389","PT",0.363369155630423,"Liberal / Fundamentalismo adaptado","2017-2018"
"390","PT",0.33984777226413,"Liberal / Fundamentalismo adaptado","2017-2018"
"391","PMDB",0.190099048178051,"Liberal / Fundamentalismo adaptado","2017-2018"
"392","PT",0.00423035603416538,"Liberal / Fundamentalismo adaptado","2017-2018"
"393","PT",0.264756358321672,"Liberal / Fundamentalismo adaptado","2017-2018"
"394","PT",0.47377906702409,"Liberal / Fundamentalismo adaptado","2017-2018"
"395","PT",0.615110274902766,"Liberal / Fundamentalismo adaptado","2017-2018"
"396","PT",0.554058836210373,"Liberal / Fundamentalismo adaptado","2017-2018"
"397","PT",0.437966232846952,"Liberal / Fundamentalismo adaptado","2017-2018"
"398","PT",0.0110325036389328,"Liberal / Fundamentalismo adaptado","2017-2018"
"399","PT",0.630373134575864,"Liberal / Fundamentalismo adaptado","2017-2018"
